res_id,typenq_id,res_nom,res_ancienid,res_datedebut,res_datefin,fichier_communepm_path,fichier_communepm_filename,fichier_communepm_date,res_insee_com_pricipale,res_fusion_id
79,1,RENNES,79,1990-01-01,,,,,35238,
