date_mesure,geocode_epci,libelle_epci,valeur
2020-01-01T00:00:00.000,243500139,Rennes Métropole,1022.255959
2018-01-01T00:00:00.000,243500139,Rennes Métropole,1165.451763
2022-01-01T00:00:00.000,243500139,Rennes Métropole,1110.180912
2010-01-01T00:00:00.000,243500139,Rennes Métropole,1067.03507
