date_mesure,geocode_commune,libelle_commune,type_installation,vecteur,valeur
2019-01-01,35235,Rannée,Photovoltaïque,Solaire,0.77897
2019-01-01,35238,Rennes,Autre,Bioénergies,10.627
2019-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2019-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2019-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2019-01-01,35238,Rennes,Photovoltaïque,Solaire,2.44325
2019-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2019-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.5680599999999999
2019-01-01,35245,Romillé,Photovoltaïque,Solaire,0.97926
2019-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2019-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2019-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2019-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.13581
2019-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2019-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2019-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2019-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2019-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2019-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2019-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2019-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2019-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2020-01-01,35001,Acigné,Photovoltaïque,Solaire,0.66788
2020-01-01,35024,Betton,Photovoltaïque,Solaire,0.73398
2020-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2020-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2020-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2020-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2020-01-01,35047,Bruz,Photovoltaïque,Solaire,0.9184499999999999
2020-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2020-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.5463199999999999
2020-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2020-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2020-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2020-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2020-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2020-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2020-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.31568999999999997
2020-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2020-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2020-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.73502
2020-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2020-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2020-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2020-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.47163
2020-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2020-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2020-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2020-01-01,35136,Janzé,Photovoltaïque,Solaire,1.04908
2020-01-01,35139,Laillé,Photovoltaïque,Solaire,0.82652
2020-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2020-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2020-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2020-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2020-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.21467000000000003
2020-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2020-01-01,35190,Monthault,Photovoltaïque,Solaire,0.39619
2020-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2020-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2020-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2020-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2020-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2020-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2020-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.78153
2020-01-01,35208,Orgères,Photovoltaïque,Solaire,1.16237
2020-01-01,35210,Pacé,Photovoltaïque,Solaire,1.60901
2020-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2020-01-01,35230,Poilley,Photovoltaïque,Solaire,0.30837
2020-01-01,35235,Rannée,Photovoltaïque,Solaire,0.77897
2020-01-01,35238,Rennes,Autre,Bioénergies,10.627
2020-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2020-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2020-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2020-01-01,35238,Rennes,Photovoltaïque,Solaire,2.44325
2020-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2020-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.5680599999999999
2020-01-01,35245,Romillé,Photovoltaïque,Solaire,0.97926
2020-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.23383
2020-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2020-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2020-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.2258099999999998
2020-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.5696400000000001
2020-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2020-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2020-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2020-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2020-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2020-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.6509299999999998
2020-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2020-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2020-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2021-01-01,35001,Acigné,Photovoltaïque,Solaire,0.76688
2021-01-01,35024,Betton,Photovoltaïque,Solaire,0.80698
2021-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2021-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2021-01-01,35047,Bruz,Batterie,Stockage non hydraulique,1.25
2021-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2021-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2021-01-01,35047,Bruz,Photovoltaïque,Solaire,13.12845
2021-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2021-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.5463199999999999
2021-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.26999
2021-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2021-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2021-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2021-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2021-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2021-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.31568999999999997
2021-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2021-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2021-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.73502
2021-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2021-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.6970299999999999
2021-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2021-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.47163
2021-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2021-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2021-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2021-01-01,35136,Janzé,Photovoltaïque,Solaire,1.04908
2021-01-01,35139,Laillé,Photovoltaïque,Solaire,0.99652
2021-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2021-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2021-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2021-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2021-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.30367
2021-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2021-01-01,35190,Monthault,Photovoltaïque,Solaire,0.48519
2021-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2021-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2021-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2021-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2021-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2021-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2021-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.94053
2021-01-01,35208,Orgères,Photovoltaïque,Solaire,1.16237
2021-01-01,35210,Pacé,Photovoltaïque,Solaire,1.77701
2021-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2021-01-01,35230,Poilley,Photovoltaïque,Solaire,0.40737
2021-01-01,35235,Rannée,Photovoltaïque,Solaire,0.86897
2021-01-01,35238,Rennes,Autre,Bioénergies,10.627
2021-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2021-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2021-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2021-01-01,35238,Rennes,Photovoltaïque,Solaire,2.62325
2021-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2021-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.5680599999999999
2021-01-01,35245,Romillé,Photovoltaïque,Solaire,1.1240599999999998
2021-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.23383
2021-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2021-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2021-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.50481
2021-01-01,35278,Saint-Grégoire,Cogénération à combustion,Thermique non renouvelable,0.25
2021-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.5696400000000001
2021-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2021-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2021-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2021-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2021-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2021-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.6509299999999998
2021-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2021-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2021-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2022-01-01,35001,Acigné,Photovoltaïque,Solaire,0.76688
2022-01-01,35024,Betton,Photovoltaïque,Solaire,0.80698
2022-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.9196999999999997
2022-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2022-01-01,35047,Bruz,Batterie,Stockage non hydraulique,1.25
2022-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2022-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2022-01-01,35047,Bruz,Photovoltaïque,Solaire,13.12845
2022-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.86859
2022-01-01,35055,Chantepie,Non renseigné,Solaire,0.09487000000000001
2022-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.9362199999999999
2022-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.26999
2022-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2022-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2022-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2022-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2022-01-01,35076,Chavagne,Photovoltaïque,Solaire,1.13047
2022-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.31568999999999997
2022-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2022-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2022-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.83502
2022-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2022-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.6970299999999999
2022-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2022-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.47163
2022-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2022-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2022-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2022-01-01,35136,Janzé,Photovoltaïque,Solaire,1.04908
2022-01-01,35139,Laillé,Photovoltaïque,Solaire,0.99652
2022-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2022-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2022-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2022-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2022-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.30367
2022-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2022-01-01,35190,Monthault,Photovoltaïque,Solaire,0.48519
2022-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2022-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2022-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2022-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2022-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2022-01-01,35206,Noyal-Châtillon-sur-Seiche,Cogénération à combustion,Thermique non renouvelable,0.999
2022-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2022-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,1.01753
2022-01-01,35208,Orgères,Photovoltaïque,Solaire,1.2473699999999999
2022-01-01,35210,Pacé,Photovoltaïque,Solaire,2.2150100000000004
2022-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2022-01-01,35230,Poilley,Photovoltaïque,Solaire,0.40737
2022-01-01,35235,Rannée,Photovoltaïque,Solaire,0.86897
2022-01-01,35238,Rennes,Autre,Bioénergies,10.627
2022-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2022-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2022-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2022-01-01,35238,Rennes,Photovoltaïque,Solaire,3.21324
2022-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2022-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.5680599999999999
2022-01-01,35245,Romillé,Photovoltaïque,Solaire,1.22306
2022-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.23383
2022-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2022-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2022-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.5948099999999998
2022-01-01,35278,Saint-Grégoire,Cogénération à combustion,Thermique non renouvelable,0.25
2022-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.5696400000000001
2022-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.43689999999999996
2022-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2022-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2022-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.40119
2022-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2022-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.7399299999999998
2022-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2022-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2022-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2023-01-01,35001,Acigné,Photovoltaïque,Solaire,0.76688
2023-01-01,35024,Betton,Photovoltaïque,Solaire,0.80698
2023-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.9196999999999997
2023-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2023-01-01,35047,Bruz,Batterie,Stockage non hydraulique,1.25
2023-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2023-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2023-01-01,35047,Bruz,Photovoltaïque,Solaire,13.377450000000001
2023-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,1.3275899999999998
2023-01-01,35055,Chantepie,Non renseigné,Solaire,0.09487000000000001
2023-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.9362199999999999
2023-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.42999
2023-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2023-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2023-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2023-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2023-01-01,35076,Chavagne,Photovoltaïque,Solaire,1.37047
2023-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.31568999999999997
2023-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2023-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2023-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,1.01502
2023-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2023-01-01,35120,Gévezé,Photovoltaïque,Solaire,1.03503
2023-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2023-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.47163
2023-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2023-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2023-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2023-01-01,35136,Janzé,Photovoltaïque,Solaire,1.04908
2023-01-01,35139,Laillé,Photovoltaïque,Solaire,1.24652
2023-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2023-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.8039400000000001
2023-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2023-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2023-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.30367
2023-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2023-01-01,35190,Monthault,Photovoltaïque,Solaire,0.48519
2023-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2023-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2023-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2023-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2023-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.5743400000000001
2023-01-01,35206,Noyal-Châtillon-sur-Seiche,Cogénération à combustion,Thermique non renouvelable,0.999
2023-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2023-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,1.01753
2023-01-01,35208,Orgères,Photovoltaïque,Solaire,1.2473699999999999
2023-01-01,35210,Pacé,Photovoltaïque,Solaire,2.6988600000000003
2023-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2023-01-01,35230,Poilley,Photovoltaïque,Solaire,0.49017
2023-01-01,35235,Rannée,Photovoltaïque,Solaire,1.16897
2023-01-01,35238,Rennes,Autre,Bioénergies,10.627
2023-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2023-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2023-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2023-01-01,35238,Rennes,Photovoltaïque,Solaire,3.3432399999999998
2023-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2023-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.7230599999999999
2023-01-01,35245,Romillé,Photovoltaïque,Solaire,1.38886
2023-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.32239
2023-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2023-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2023-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.5948099999999998
2023-01-01,35278,Saint-Grégoire,Cogénération à combustion,Thermique non renouvelable,0.25
2023-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.5696400000000001
2023-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.43689999999999996
2023-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2023-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2023-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.40119
2023-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2023-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.82493
2023-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2023-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2023-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2024-01-01,35001,Acigné,Photovoltaïque,Solaire,0.98088
2024-01-01,35024,Betton,Photovoltaïque,Solaire,0.89698
2024-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,3.6586999999999996
2024-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2024-01-01,35047,Bruz,Batterie,Stockage non hydraulique,1.25
2024-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2024-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2024-01-01,35047,Bruz,Photovoltaïque,Solaire,13.48745
2024-01-01,35051,Cesson-Sévigné,Cogénération à combustion,Thermique non renouvelable,0.999
2024-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,1.8255899999999998
2024-01-01,35055,Chantepie,Non renseigné,Solaire,0.09487000000000001
2024-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.9362199999999999
2024-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.42999
2024-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2024-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2024-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2024-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,1.18549
2024-01-01,35076,Chavagne,Photovoltaïque,Solaire,1.37047
2024-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.6596900000000001
2024-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2024-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2024-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,1.32502
2024-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2024-01-01,35120,Gévezé,Photovoltaïque,Solaire,1.03503
2024-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2024-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.47163
2024-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2024-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.47938
2024-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2024-01-01,35136,Janzé,Photovoltaïque,Solaire,1.04908
2024-01-01,35139,Laillé,Photovoltaïque,Solaire,1.24652
2024-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2024-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.8039400000000001
2024-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.29467000000000004
2024-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2024-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.30367
2024-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2024-01-01,35190,Monthault,Photovoltaïque,Solaire,0.74419
2024-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2024-01-01,35196,Mordelles,Photovoltaïque,Solaire,1.2229700000000001
2024-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2024-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2024-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.5743400000000001
2024-01-01,35206,Noyal-Châtillon-sur-Seiche,Cogénération à combustion,Thermique non renouvelable,0.999
2024-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2024-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,1.21753
2024-01-01,35208,Orgères,Photovoltaïque,Solaire,1.4673699999999998
2024-01-01,35210,Pacé,Photovoltaïque,Solaire,3.49386
2024-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.38744999999999996
2024-01-01,35230,Poilley,Photovoltaïque,Solaire,0.49017
2024-01-01,35235,Rannée,Photovoltaïque,Solaire,1.16897
2024-01-01,35238,Rennes,Autre,Bioénergies,10.627
