date_mesure,geocode_commune,libelle_commune,type_installation,vecteur,valeur
2014-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2014-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2014-01-01,35047,Bruz,Photovoltaïque,Solaire,0.76645
2014-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2014-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.39632
2014-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2014-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2014-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2014-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2014-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2014-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2014-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2014-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2014-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2014-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2014-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2014-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2014-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2014-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2014-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2014-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2014-01-01,35139,Laillé,Photovoltaïque,Solaire,0.64652
2014-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2014-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2014-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2014-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2014-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.10806
2014-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2014-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2014-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.7949700000000001
2014-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2014-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.27534000000000003
2014-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2014-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2014-01-01,35208,Orgères,Photovoltaïque,Solaire,0.86937
2014-01-01,35210,Pacé,Photovoltaïque,Solaire,1.18701
2014-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2014-01-01,35230,Poilley,Photovoltaïque,Solaire,0.22137
2014-01-01,35235,Rannée,Photovoltaïque,Solaire,0.56697
2014-01-01,35238,Rennes,Autre,Bioénergies,10.627
2014-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2014-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2014-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2014-01-01,35238,Rennes,Photovoltaïque,Solaire,2.00925
2014-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.47805999999999993
2014-01-01,35245,Romillé,Photovoltaïque,Solaire,0.80626
2014-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2014-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.17876
2014-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,0.84581
2014-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2014-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.24362000000000003
2014-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.46939
2014-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2014-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2014-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2014-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2014-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2014-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2015-01-01,35001,Acigné,Photovoltaïque,Solaire,0.62788
2015-01-01,35024,Betton,Photovoltaïque,Solaire,0.55398
2015-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2015-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2015-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2015-01-01,35047,Bruz,Photovoltaïque,Solaire,0.76645
2015-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2015-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.39632
2015-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2015-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2015-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2015-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2015-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2015-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2015-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2015-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2015-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2015-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2015-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2015-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2015-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2015-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2015-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2015-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2015-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2015-01-01,35139,Laillé,Photovoltaïque,Solaire,0.64652
2015-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2015-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2015-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2015-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2015-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.10806
2015-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2015-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2015-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.7949700000000001
2015-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2015-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.27534000000000003
2015-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2015-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2015-01-01,35208,Orgères,Photovoltaïque,Solaire,0.86937
2015-01-01,35210,Pacé,Photovoltaïque,Solaire,1.18701
2015-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2015-01-01,35230,Poilley,Photovoltaïque,Solaire,0.22137
2015-01-01,35235,Rannée,Photovoltaïque,Solaire,0.56697
2015-01-01,35238,Rennes,Autre,Bioénergies,10.627
2015-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2015-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2015-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2015-01-01,35238,Rennes,Photovoltaïque,Solaire,2.09725
2015-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.47805999999999993
2015-01-01,35245,Romillé,Photovoltaïque,Solaire,0.80626
2015-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2015-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2015-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,0.9458099999999999
2015-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2015-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2015-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2015-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2015-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2015-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2015-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2015-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2015-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2016-01-01,35001,Acigné,Photovoltaïque,Solaire,0.62788
2016-01-01,35024,Betton,Photovoltaïque,Solaire,0.55398
2016-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2016-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2016-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2016-01-01,35047,Bruz,Photovoltaïque,Solaire,0.76645
2016-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2016-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.49632
2016-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2016-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2016-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2016-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2016-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2016-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2016-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2016-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2016-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2016-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2016-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2016-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2016-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2016-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2016-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2016-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2016-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2016-01-01,35139,Laillé,Photovoltaïque,Solaire,0.64652
2016-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2016-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2016-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2016-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2016-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.21467000000000003
2016-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2016-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2016-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2016-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2016-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2016-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2016-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2016-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2016-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2016-01-01,35208,Orgères,Photovoltaïque,Solaire,0.86937
2016-01-01,35210,Pacé,Photovoltaïque,Solaire,1.18701
2016-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2016-01-01,35230,Poilley,Photovoltaïque,Solaire,0.30837
2016-01-01,35235,Rannée,Photovoltaïque,Solaire,0.6889700000000001
2016-01-01,35238,Rennes,Autre,Bioénergies,10.627
2016-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2016-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2016-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2016-01-01,35238,Rennes,Photovoltaïque,Solaire,2.09725
2016-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.47805999999999993
2016-01-01,35245,Romillé,Photovoltaïque,Solaire,0.80626
2016-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2016-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2016-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2016-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,0.9458099999999999
2016-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2016-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2016-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2016-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2016-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2016-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2016-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2016-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2016-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2017-01-01,35001,Acigné,Photovoltaïque,Solaire,0.62788
2017-01-01,35024,Betton,Photovoltaïque,Solaire,0.55398
2017-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2017-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2017-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2017-01-01,35047,Bruz,Photovoltaïque,Solaire,0.76645
2017-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2017-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.49632
2017-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2017-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2017-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2017-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2017-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2017-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2017-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2017-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2017-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2017-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2017-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2017-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2017-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2017-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2017-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2017-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2017-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2017-01-01,35139,Laillé,Photovoltaïque,Solaire,0.64652
2017-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2017-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2017-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2017-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2017-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.21467000000000003
2017-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2017-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2017-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2017-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2017-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2017-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2017-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2017-01-01,35208,Orgères,Photovoltaïque,Solaire,0.86937
2017-01-01,35210,Pacé,Photovoltaïque,Solaire,1.18701
2017-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2017-01-01,35230,Poilley,Photovoltaïque,Solaire,0.30837
2017-01-01,35235,Rannée,Photovoltaïque,Solaire,0.77897
2017-01-01,35238,Rennes,Autre,Bioénergies,10.627
2017-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2017-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2017-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2017-01-01,35238,Rennes,Photovoltaïque,Solaire,2.09725
2017-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.47805999999999993
2017-01-01,35245,Romillé,Photovoltaïque,Solaire,0.8892599999999999
2017-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2017-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2017-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2017-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,0.9458099999999999
2017-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2017-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2017-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2017-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2017-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2017-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2017-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2017-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2017-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2018-01-01,35001,Acigné,Photovoltaïque,Solaire,0.62788
2018-01-01,35024,Betton,Photovoltaïque,Solaire,0.55398
2018-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2018-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2018-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2018-01-01,35047,Bruz,Photovoltaïque,Solaire,0.76645
2018-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2018-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.5463199999999999
2018-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2018-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2018-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2018-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2018-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2018-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2018-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2018-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2018-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2018-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2018-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2018-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2018-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2018-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2018-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2018-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2018-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2018-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2018-01-01,35139,Laillé,Photovoltaïque,Solaire,0.64652
2018-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2018-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2018-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2018-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2018-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.21467000000000003
2018-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2018-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2018-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2018-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2018-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2018-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2018-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2018-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2018-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2018-01-01,35208,Orgères,Photovoltaïque,Solaire,1.07737
2018-01-01,35210,Pacé,Photovoltaïque,Solaire,1.42701
2018-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2018-01-01,35230,Poilley,Photovoltaïque,Solaire,0.30837
2018-01-01,35235,Rannée,Photovoltaïque,Solaire,0.77897
2018-01-01,35238,Rennes,Autre,Bioénergies,10.627
2018-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2018-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2018-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2018-01-01,35238,Rennes,Photovoltaïque,Solaire,2.27925
2018-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2018-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.47805999999999993
2018-01-01,35245,Romillé,Photovoltaïque,Solaire,0.8892599999999999
2018-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.14383
2018-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2018-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2018-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,0.9458099999999999
2018-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,0.47964000000000007
2018-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.33762000000000003
2018-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2018-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2018-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.30219
2018-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2018-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.55093
2018-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2018-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2019-01-01,35001,Acigné,Photovoltaïque,Solaire,0.66788
2019-01-01,35024,Betton,Photovoltaïque,Solaire,0.64398
2019-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,2.8196999999999997
2019-01-01,35039,Brécé,Photovoltaïque,Solaire,0.13982
2019-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2019-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2019-01-01,35047,Bruz,Photovoltaïque,Solaire,0.9184499999999999
2019-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,0.7885899999999999
2019-01-01,35055,Chantepie,Photovoltaïque,Solaire,0.5463199999999999
2019-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.18099
2019-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2019-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.6168699999999999
2019-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.34349
2019-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,0.26149
2019-01-01,35076,Chavagne,Photovoltaïque,Solaire,0.7304700000000001
2019-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.22569
2019-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2019-01-01,35080,Cintré,Photovoltaïque,Solaire,0.16557
2019-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,0.6450199999999999
2019-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2019-01-01,35120,Gévezé,Photovoltaïque,Solaire,0.59723
2019-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2019-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.30602999999999997
2019-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2019-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.38038
2019-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2019-01-01,35136,Janzé,Photovoltaïque,Solaire,0.90308
2019-01-01,35139,Laillé,Photovoltaïque,Solaire,0.82652
2019-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2019-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.38794
2019-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.04967
2019-01-01,35170,Mecé,Photovoltaïque,Solaire,0.05249
2019-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.21467000000000003
2019-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.35314
2019-01-01,35190,Monthault,Photovoltaïque,Solaire,0.19695
2019-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2019-01-01,35196,Mordelles,Photovoltaïque,Solaire,0.97297
2019-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2019-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2019-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.47534000000000004
2019-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2019-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,0.69153
2019-01-01,35208,Orgères,Photovoltaïque,Solaire,1.07737
2019-01-01,35210,Pacé,Photovoltaïque,Solaire,1.42701
2019-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.25745
2019-01-01,35230,Poilley,Photovoltaïque,Solaire,0.30837
