Filiere,Raison_sociale,Identifiant_societe,Adresse_1,Adresse_2,Adresse_3,Code_postal,Ville,Pays,SIRET_eco-organisme,Raison_sociale_eco-organisme,Catégorie agrément,Date_DebutValidite_Inscription,Date_FinValidite_Inscription
PMCB,ALU RENNAIS,44835085000013,RTE DE PACE,,,35520,La Chapelle-Des-Fougeretz,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-09-02,
PMCB,ART CONSTRUCTIONS 35,98060145400013,3 ALLEE DE MALMOE,,,35200,RENNES,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,ART CONSTRUCTIONS 35,98060145400013,3 ALLEE DE MALMOE,,,35200,RENNES,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,ASSOCIATION TERRE - COMMUNAUTE EMMAUS,88252702100027,LA FOSSE,,,35250,CHEVAIGNE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-05-10,
PMCB,BETOMATE,91017870600016,2 RUE BACH,,,35170,BRUZ,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,BETON D'ILLE ET VILAINE,40896378300027,RUE DU BOSQUET,,,35310,CHAVAGNE,FR,90272217200035,VALOBAT,,2022-11-30,
PMCB,BOIS CENTER RENNES,49370877000018,3 RUE DU MARAIS,,,35132,VEZIN-LE-COQUET,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2022-12-20,
PMCB,BRETAGNE MATERIAUX,63572045100122,12 RUE DE LA LONGERAIS,,,35000,RENNES,FR,90272217200035,VALOBAT,,2022-10-10,
PMCB,BRETIC 35,79227367400020,2 RUE DU CLOS MICHEL,,,35590,SAINT-GILLES,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2025-03-27,
PMCB,CHARIER TP,34369137400023,41 RUE DU MANOIR DE SERVIGNE,,,35000,RENNES,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2022-01-01,
PMCB,CHEMINEES FONTAINE 3C ENERGIE,50796605900010,7 RUE JEAN HOLLIER,,,35740,PACE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,CODIPRA,75202433100031,105 route de saint malo,,,35520,LA CHAPELLE DES FOUGERETZ,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,CONSTRUCTION GENERALE RENNAISE,45207951000031,6 RUE GUSTAVE EIFFEL,,,35230,NOYAL-CHATILLON-SUR-SEICHE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-05-02,
PMCB,CREF CONCEPT,98456894900015,5 RUE DE L'ARMOR,,,35740,PACE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,CREF CONCEPT,98456894900015,5 RUE DE L'ARMOR,,,35740,PACE,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,DE PIERRES ET D'EAU,80528896600015,43  LA HAIE GAUTRAIS,,,35170,BRUZ,FR,91187025100012,ECOMINERO,PMCB_CAT1,2023-01-01,
PMCB,DEMOLITOO,78954428500016,"120, BOULEVARD DE VITRÉ",,,35700,RENNES,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-07-03,
PMCB,DOCKS MATERIAUX DE L OUEST,30236421100276,23 BD DE LA HAIE DES COGNETS,,,35136,SAINT-JACQUES-DE-LA-LANDE,FR,90272217200035,VALOBAT,,2022-10-10,
PMCB,ENTREPRISE GENERALE SNPR,35079636300025,2 RUE DE LA BUHOTIERE,,,35136,SAINT-JACQUES-DE-LA-LANDE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-06-01,
PMCB,ERTP KERAVIS,39011728100019,ROUTE DE CINTRE,,,35590,L'HERMITAGE,FR,90272217200035,VALOBAT,PMCB_CAT1,2023-04-24,
PMCB,ETABLISSEMENTS LE TINIER MORIN LTM 35,31210937400032,13 RUE DES MARECHALES,,,35132,VEZIN-LE-COQUET,FR,90272217200035,VALOBAT,,2023-05-17,
PMCB,GALAIS,98133406300014,6 RUE JEAN-MARIE DAVID,,,35740,PACE,FR,90272217200035,VALOBAT,PMCB_CAT1,2024-06-10,
PMCB,H TUBE DE BRETAGNE,42117669400014,165 RUE DE LORIENT,,,35000,RENNES,FR,90272217200035,VALOBAT,PMCB_CAT1,2022-12-28,
PMCB,JLB,90510343800016,6 RUE DU MOULIN,,,35135,CHANTEPIE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,JLB,90510343800016,6 RUE DU MOULIN,,,35135,CHANTEPIE,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,LA MAISON QUI RESPIRE,89271484100020,11 RUE DE LA MOTTE,,,35770,VERN-SUR-SEICHE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2022-01-01,
PMCB,LORFLEX,33476506200131,3 bis rue Léon Berthault,,,35000,Rennes,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,MATERIAUX DE L OUEST,57920080900021,DE LA HAUTIERE,,,35590,L'HERMITAGE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-04-05,
PMCB,MB GUERCHAIS IXINA,31000557400051,Parc de la Pierre Blanche,,,35135,Chantepie,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,MB GUERCHAIS IXINA,31000557400051,Parc de la Pierre Blanche,,,35135,Chantepie,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,OUEST ARMATURES,50159783500013,ZA DES PLACIS,,,35230,BOURGBARRE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,OUEST ARMATURES,50159783500013,ZA DES PLACIS,,,35230,BOURGBARRE,FR,90272217200035,VALOBAT,PMCB_CAT2,2022-01-01,
PMCB,PANAGET,40285322000034,3 RUE D'ORGERES,,,35230,BOURGBARRE,FR,90272217200035,VALOBAT,PMCB_CAT2,2022-11-10,
PMCB,PANOFRANCE SAS,82391683800340,23 BD DE LA HAIE DES COGNETS,,,35136,SAINT-JACQUES-DE-LA-LANDE,FR,90272217200035,VALOBAT,,2022-10-10,
PMCB,PHILIPPE HUCHET,35378455600055,LES METAIRIES,,,35530,BRECE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-04-08,
PMCB,PROFILAGE OUEST,42093486100022,7 Rue de la Hautière,,,35590,L'Hermitage,FR,90272217200035,VALOBAT,PMCB_CAT2,2022-10-25,
PMCB,REMER GROUP FRANCE,80370622500023,7 RUE DE LA MAISON NEUVE,,,35830,BETTON,FR,90272217200035,VALOBAT,PMCB_CAT1,2024-05-20,
PMCB,SARL GAP AGENCEMENT,89216904600018,17 avenue André BONNIN,,,35135,chantepie,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,SARL PLAQU'ISOLE,83476125600017,3 IMPASSE DU CLOS DU CHENE,,,35850,GEVEZE,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,SARL VINCENT BELLAY,37905829000022,IMPASSE DE LA JONCHEE,,,35132,VEZIN-LE-COQUET,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-07-16,
PMCB,SER AL FER,40331360400015,8 rue de la Hautière,,,35590,L'HERMITAGE,FR,90272217200035,VALOBAT,PMCB_CAT2,2025-02-13,
PMCB,SOCIETE DES CARRIERES DE LA HAIE TRAVERSAINE,85276334100017,25 RUE DE LA MARQUERAIS,,,35235,THORIGNE-FOUILLARD,FR,91187025100012,ECOMINERO,PMCB_CAT1,2023-01-01,
TLC,BESNARD SAS,31525219700027,2 Avenue DU CHENE VERT,,,35650,LE RHEU,FR,50929280100024,REFASHION,TLC,2021-01-01,
EMPAP,SMA MOUAZE,83082677200014,2 RUE DE SUISSE,CENTRE COMMERCIAL ITALIE,,35200,RENNES,FR,39091301000042,ADELPHE,EMPAP,2025-01-01,
TLC,CYCLABLE RENNES,50850740700023,65   ARISTIDE BRIAND,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
EMPAP,SOCIETE OUEST FRANCE,37771465400011,10 Rue du Breil,,,35000,RENNES,FR,38838007300162,CITEO,EMPAP,2021-01-01,
TLC,EKYOG,80907185500013,74 F RUE DE PARIS 35000,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,EURL PARTHENAY,65920059600016,14 RUE MARECHAL JOFFRE,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,2025-12-31
EMPAP,SOMY,89011839100014,160 RUE DE L ALMA,,,35000,RENNES,FR,38838007300162,CITEO,EMPAP,2022-01-01,
TLC,HOMM4,73920012900016,grand quartier,,,35760,SAINT GREGOIRE,FR,50929280100024,REFASHION,TLC,2021-01-01,2025-12-31
EMPAP,SVELTIC,33176090000034,ZI BOUT DE LANDE,,,35890,LAILLE,FR,38838007300162,CITEO,EMPAP,2021-01-01,
TLC,LATER,85100152900011,6 Rue LENOIR,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,LEGEND 73,47934013500025,14 BIS QUAI ROBINOT SAINT CYR,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,PERPETE,85025643900025,4 RUE JEAN JAURES35000,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,QINLONG SARL,95090531500012,5 Allée DE LA GRANDE TREILLE,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2023-01-01,
TLC,SAS PATT'INE,32706118000037,"6 Rue de la Monnaie, 35000 Rennes, France",,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,THEROINE TORAL,44265937100037,10 RUE DES CARLETS,,,35520,LA CHAPELLE DES FOUGERETZ,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,TY SPORTS,89886193500010,6 Rue AMBROISE CROIZAT,,,35650,LE RHEU,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,YVES ROCHER FRANCE,80852918400026,2-4 BD BEAUMONT,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TSUU,STOCKMEIER FRANCE,30125287000144,3 RUE DE LA BUHOTIERE,ZI DE LA HAIE DES COGNETS,BP 89152,35136,SAINT-JACQUES-DE-LA-LANDE,FR,93062626200024,CITEO Soin & Hygiène,TSUU_LINGETTE,2025-07-01,
TSUU,YVES ROCHER FRANCE,80852918400026,2-4 BD BEAUMONT,,,35000,RENNES,FR,93062626200024,CITEO Soin & Hygiène,TSUU_LINGETTE,2025-07-01,
VEHICULE,UNIVERSAL DEUX ROUES,84219780800012,20 RUE DU MANOIR DE SERVIGNE,,,35000,RENNES,FR,92474564900013,Recycler Mon Véhicule (RMV),VEHICULE,2024-04-08,
EMPAP,TARDOORE SARL,94858595500016,5 ALLEE DE LA GRANDE TREILLE OFFICE 3 35200 RENNES,,,35200,RENNES,FR,38838007300162,CITEO,EMPAP,2025-01-01,2025-12-31
EMPAP,TREHOURQUENTIN,89890874400011,24 RUE MARCO POLO,,,35760,SAINT-GREGOIRE,FR,38838007300162,CITEO,EMPAP,2025-01-01,
EMPAP,Vergers SARL,95163885700015,Bureau 3 5 Allée de la Grande Treille,,,35200,Rennes,FR,82330882000039,LEKO,EMPAP,2024-01-01,2025-12-31
EMPAP,WTB GROUP,51913114800040,16 RUE DU BOCAGE,ZA DU HAUT DANTE,,35520,LA CHAPELLE-DES-FOUGERETZ,FR,38838007300162,CITEO,EMPAP,2022-01-01,
EMPAP,WUTHERGD,94960851700015,28 BD DU COLOMBIER,,,35000,RENNES,FR,38838007300162,CITEO,EMPAP,2023-01-01,
EMPAP,ZD SERVICES,34868134700046,19 RUE CLAUDE CHAPPE,,,35510,CESSON SEVIGNE,FR,38838007300162,CITEO,EMPAP,2024-01-01,
EMPAP,ZIFENG SARL,94867426200019,All?e de la Grande Treille Rennes France,,,35200,Rennes,FR,82330882000039,LEKO,EMPAP,2023-01-01,
EPRO,CITE GOURMANDE,42369744000018,52 AVENUE DU CANADA,,,35200,RENNES,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
EPRO,G L F GROUPE LACTALIS FOOD SERVICE FRANCE,39907699100021,6 LES PLACIS,,,35230,BOURGBARRE,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
EPRO,JEAN BRIENT SA,31162398700022,ZA LES FONTENELLES,,,35310,MORDELLES,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
EPRO,MAITRE JACQUES SAS,42467952000017,13 RUE LÉON BERTHAULT,13 RUE LÉON BERTHAULT,,35000,RENNES,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
EPRO,MINOTERIE DE CHAMPCORS,75174954000017,144 LD CHAMPCORS,MOULIN DE CHAMPCORS,,35170,BRUZ,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
EPRO,SVELTIC,33176090000034,ZI BOUT DE LANDE,,,35890,LAILLE,FR,97852364500015,CITEO PRO,EPRO_ER,2024-03-15,
JOUET,ALL CONTRACTS,53051415700029,28 Rue Test,,,35000,Rennes,FR,53849587000031,ECOMAISON,JOUET,2022-01-01,
JOUET,ANTHIGO,41869146500037,Centre E.Leclerc Vern/Val d'Or,son,son,35770,Vern sur Seiche,FR,53849587000031,ECOMAISON,JOUET,2022-01-01,2025-12-31
JOUET,CPTE DECLA 01,23027143900013,28 Rue Test,,,35000,Rennes,FR,53849587000031,ECOMAISON,JOUET,2022-01-01,
JOUET,Double Combo Games,90838083500011,13 rue de la métrie,,,35760,Montgermont,FR,53849587000031,ECOMAISON,JOUET,2022-01-01,
JOUET,HIGO,82104552300015,12  RUE DE LA CROIX CARREE 35700 RENNES FRANCE,,,35700,RENNES,FR,53849587000031,ECOMAISON,JOUET,2022-01-01,
JOUET,LE MOAN STEVEN,95331786400015,6 RUE DU BAS VILLAGE,,,35510,CESSON-SEVIGNE,FR,53849587000031,ECOMAISON,JOUET,2024-09-24,
JOUET,Micro Lynx,40300483100034,4 rue de la Hatterie,,,35000,Rennes,FR,53849587000031,ECOMAISON,JOUET,2024-05-16,
JOUET,SEB TRENDY TECH,93231618500010,20 RUE DE L'ECHANGE,,,35590,L'HERMITAGE,FR,53849587000031,ECOMAISON,JOUET,2025-09-14,
JOUET,SRFC STADE RENNAIS FOOTBALL CLUB,34436623200041,CHEMIN DE LA TAUPINAIS,LA PIVERDIERE,,35000,RENNES,FR,53849587000031,ECOMAISON,JOUET,2024-06-28,
LUB,OUEST FLEXIBLES,43923718100037,6 rue du Chene Morand,,,35510,CESSON-SEVIGNE,FR,90377711800022,CYCLEVIA,LUB,2022-01-01,
PCHIM,ALGO PAINT,81224332700010,15 RUE DE LA MOTTE,,,35770,VERN SUR SEICHE,FR,75113994000025,EcoDDS,PCHIM_CAT3_10,2021-12-13,
PCHIM,BPAC SAS,75394464400024,26 Rue du passavent,,,35770,vern sur seiche,FR,75113994000025,EcoDDS,PCHIM_CAT3_10,2023-05-30,
PCHIM,DEL,30335567100049,La Basse Croix Rouge,,,35530,BRECE,FR,75113994000025,EcoDDS,PCHIM_CAT3_10,2021-12-13,
PCHIM,DISTRICONCEPT,43398171900043,167 rue de Lorient,BAT Le Cassiopé Parc Monnier,,35000,RENNES,FR,75113994000025,EcoDDS,PCHIM_CAT3_10,2021-12-13,
PCHIM,PANAGET,40285322000034,3 RUE D'ORGERES,,,35230,BOURGBARRE,FR,75113994000025,EcoDDS,PCHIM_CAT3_10,2023-03-23,
PMCB,1000 TY SERVICES,50179985200030,RUE PIERRE BEREGOVOY,,,35150,CORPS-NUDS,FR,90272217200035,VALOBAT,PMCB_CAT2,2024-04-16,
PMCB,ABACA SALOME,34923656200063,105 route de Saint Malo,,,35520,LA CHAPELLE DES FOUGERETZ,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,ALL CONTRACTS,53051415700029,28 Rue Test,,,35000,Rennes,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,B.H.R.,44215016500011,7 RUE DE LA FONTAINE BLANCHE,,,35131,PONT PEAN,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,B3 ECODESIGN,52898523700031,LA JANAIS BATIMENT 01,,,35131,CHARTRES DE BRETAGNE,FR,91187025100012,ECOMINERO,PMCB_CAT1,2023-01-01,
PMCB,BRETAGNE  HABITAT  CONSEILS,48057188400034,15 RUE DE LA CROIX ROUGE,,,35770,VERN-SUR-SEICHE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-06-01,
PMCB,DELAIRE FERS ET METAUX,50045390700015,7 RUE DE L ERBONIERE,,,35510,CESSON-SEVIGNE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-03-16,
PMCB,DIFFUSION EQUIPEMENTS LOISIRSDEL SAS,30335567100031,LA BASSE CROIX ROUGE,,,35530,BRECE,FR,90272217200035,VALOBAT,PMCB_CAT2,2023-01-26,
PMCB,DISTRI CLOTURES,40332346200024,14 RUE DE LA MAISON NEUVE,,,35830,Betton,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2025-11-13,
PMCB,DSM,98537819900014,4 Rue du Champ Moulin,,,35890,LAILLE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2025-06-24,
PMCB,GESPORT,44900231000018,ALL DE GUERLEDAN,,,35135,CHANTEPIE,FR,90272217200035,VALOBAT,PMCB_CAT1,2023-04-17,
PMCB,GLASREN MENUISERIE MIROITERIE,81441259900023,2 BD DE L'ODET,,,35740,PACE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2022-12-22,
PMCB,GLET CONSTRUCTION,50339619400022,5 RUE DE L EPERON DORE,,,35170,BRUZ,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-06-15,
PMCB,KAERTRADE,45145825100027,36 rue du bocage,,,35520,LA CHAPELLE DES FOUGERETZ,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,L'ART DU BOIS,34339773300019,2 RUE DU VIEUX CHENE,,,35310,CHAVAGNE,FR,90272217200035,VALOBAT,PMCB_CAT2,2025-01-16,
PMCB,LA MAISON QUI RESPIRE,89271484100020,11 RUE DE LA MOTTE,,,35770,VERN-SUR-SEICHE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,LA PARQUETTERIE RENNES,43495673600012,QUAI ROBINOT DE ST CYR,,,35000,RENNES,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-05-02,
PMCB,LANGLOIS SOBRETI,74920005100151,CS 16329,,,35000,RENNES,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,LEFEUVRE - HUET MACONNERIE,81240083600027,5 RUE HEDY LAMARR,,,35310,MORDELLES,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2024-04-12,
PMCB,MCMI NOUVELLE,80089194700031,5 RUE DES CHAMPS RUFFAUX,,,35136,SAINT-JACQUES-DE-LA-LANDE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,MENUISERIE BRUNO DELAHAYE,79091506000012,108 ROUTE DE FOUGERES,,,35510,CESSON-SEVIGNE,FR,90272217200035,VALOBAT,PMCB_CAT2,2025-01-30,
PMCB,MENUISERIES ET VERANDAS D'ARMOR,33466714400037,7 RUE DE LA BARBERAIS,,,35650,LE RHEU,FR,90272217200035,VALOBAT,PMCB_CAT1,2022-11-04,
PMCB,MIROITERIE 35,42117819500028,12 RUE CHARLES COUDE,,,35170,BRUZ,FR,90272217200035,VALOBAT,PMCB_CAT2,2023-04-27,
PMCB,OUEST PREFA,38096268800038,ZONE D'ACTIVITES DU PLACIS,,,35230,BOURGBARRE,FR,90272217200035,VALOBAT,PMCB_CAT2,2023-04-18,
PMCB,POLY-PAC,80089212700013,32 rue charles coudé,,,35170,BRUZ,FR,90272217200035,VALOBAT,PMCB_CAT2,2023-03-06,
PMCB,PROBETON BRETAGNE,81353624000027,18 RUE DE MORDELLES,,,35590,L'HERMITAGE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-06-13,
PMCB,SARL FONTENAY,83238857300012,93 rue henri freville,,,35200,RENNES,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,SARL GAP AGENCEMENT,89216904600018,17 avenue André BONNIN,,,35135,chantepie,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,SAS 2 BD FOUGERES,80478535000013,93 avenue Henri Fréville,,,35200,RENNES,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,SAS2BD VITRE,82081410100011,93 AVENUE HENRI FREVILLE,,,35200,RENNES,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,SCIERIE DESAIZE,34454534800015,47 RUE PRINCIPALE,,,35850,PARTHENAY-DE-BRETAGNE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2023-03-28,
PMCB,SEQUOIA,43833203300010,ALL DE GUERLEDAN,,,35135,CHANTEPIE,FR,90272217200035,VALOBAT,PMCB_CAT1,2023-04-04,
PMCB,SOCIETE RENNAISE DE TRAVAUX PUBLICS,34151161600011,LE PONT BOEUF,,,35135,CHANTEPIE,FR,91187025100012,ECOMINERO,PMCB_CAT1,2022-01-01,
PMCB,SOPRA,33240121500014,17 RUE DE LA MOTTE,,,35770,VERN SUR SEICHE,FR,53849587000031,ECOMAISON,PMCB_CAT2,2022-01-01,
PMCB,SRM,83526253600013,6 RUE DE LA PLAINE,,,35890,LAILLE,FR,90272217200035,VALOBAT,PMCB_CAT1 / PMCB_CAT2,2025-03-04,
PMCB,STAFF DECOR,40413653300019,RUE DE L'HERMITIERE,,,35230,Orgeres,FR,90272217200035,VALOBAT,PMCB_CAT2,2025-10-07,
PNEU,CARROSSERIE AUTO POLY REPAR THORIGNE FOUILLARD,53375432100016,14 RUE ANTOINE DE ST EXUPERY ZA DE BELLEVUE,,,35235,Thorigné-Fouillard,FR,44087413900023,ALIAPUR,PNEU,2025-01-01,
PNEU,GGE GO PNEUS RENNES,98270121100012,12 Rue des Veyettes,,,35000,Rennes,FR,44087413900023,ALIAPUR,PNEU,2025-01-01,
TLC,COTTESEA,84419586700016,4 rue Linne,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,CYCLABLE RENNES,50850740700015,206 Rue DE SAINT-MALO,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,CYCLABLE RENNES,50850740700031,3 Rue DE LA BEGASSIERE,,,35760,MONTGERMONT,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,JEAN-BAPTISTE VICTORIANE,90444103700010,4 Rue FERNAND LEGER,,,35770,VERN SUR SEICHE,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,LE DELTA DU MEKONG,75349403800015,14B RUE DES AULNES,,,35590,SAINT-GILLES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,RAMANANTOMBOTSOA CORINE,89295166600023,15 bis rue de l'Eglise,,,35760,SAINT-GREGOIRE,FR,50929280100024,REFASHION,TLC,2023-01-01,
TLC,SARL LA MARINE,48802259100066,5 RUE DU PRE DU BOIS,,,35200,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,SNC CAD,33810658600047,19 Rue CLAUDE CHAPPE,,,35510,CESSON SEVIGNE,FR,50929280100024,REFASHION,TLC,2021-01-01,
TLC,TANGFR SARL,95097292700012,5 Allée DE LA GRANDE TREILLE,,,35000,RENNES,FR,50929280100024,REFASHION,TLC,2021-01-01,
