Code INSEE commune,commune,Code INSEE département,Département,Code INSEE région,Région,Type peuplement,Essence,Développement,Diamètre moyen,Surface travaux/longueur travaux,Année coupe,Hiérarchie géographique,Géo-point commune,COMMUNE_PRINCIPALE,Méthode de coupe,Nombre d'unités,Hmax CCG-LA,Courbes hauteurs (Désignation),Courbes hauteurs (Essence),Mise en oeuvre manuel (% manuel),Travaux tiers
35051,Cesson-Sévigné,35,,,,Haie,Chêne commun,Actif,> 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,4,16.0,C,Chêne commun,100,Non
35047,Bruz,35,,,,Futaie,Érable,Neutre,15 - 30,0,,,"48.0261755313, -1.74817480915",Bruz,AUCUNE,5,5.0,D,Érable,,Non
35047,Bruz,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2036,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,1,9.0,C,Chêne commun,100,Non
35047,Bruz,35,,,,Futaie,Chêne commun,Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,6,7.0,D,Chêne commun,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Futaie,"Bouleau,Érable",Actif,15 - 30,0,2034,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,ECIMAGE,2,10.2,C,Érable,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Arbre isolé,Saule marsault (des chèvres),Actif,15 - 30,0,2046,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,ABATTAGE,,12.8,A,Saule marsault (des chèvres),100,Non
35066,Chartres-de-Bretagne,35,,,,Haie,"Saule marsault (des chèvres),Chêne commun,Prunellier commun (Épine noire)",Actif,< 15,0,2027,,"48.0451561683, -1.70650297343",Chartres-de-Bretagne,TAILLE,,10.5,C,Saule marsault (des chèvres),100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Cyprès,Laurier",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,7.0,B,Cyprès,0,Oui
35210,Pacé,35,,,,Isolé Pied de pylône,,Neutre,< 15,0,,,"48.152548244, -1.77716643787",Pacé,AUCUNE,,-3.5,,,0,Non
35245,Romillé,35,,,,Arbre isolé,Cyprès,Actif,> 30,0,2040,,"48.2223488257, -1.87904298142",Romillé,ELAGAGE,1,13.6,A,Cyprès,100,Non
35245,Romillé,35,,,,Arbre isolé,Noyer,Actif,> 30,0,2025,,"48.2223488257, -1.87904298142",Romillé,ECIMAGE,,9.6,A,Noyer,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Pêcher,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,3,11.0,A,Pêcher,100,Non
35210,Pacé,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Noisetier (Coudrier, pourpre, tortueux),Chêne commun",Actif,< 15,0,2099,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,8.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Érable,Laurier,Thuya",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,8.0,B,Thuya,0,Oui
35051,Cesson-Sévigné,35,,,,Taillis,Bouleau,Actif,,0,2029,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,5.5,B,Bouleau,0,Non
35238,Rennes,35,,,,Taillis,"Pommier,Cornouiller (mâle ou sauvage),Noisetier (Coudrier, pourpre, tortueux)",Neutre,15 - 30,0,,,"48.1119791219, -1.68186449144",Rennes,AUCUNE,,8.5,C,Pommier,,Non
35245,Romillé,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2031,,"48.2223488257, -1.87904298142",Romillé,ELAGAGE,,4.8,C,Chêne commun,100,Non
35245,Romillé,35,,,,Lisière,,Actif,> 30,0,2028,,"48.2223488257, -1.87904298142",Romillé,ELAGAGE,1,0.0,,Châtaignier,100,Non
35039,Brécé,35,,,,Haie,"Troène (Ligustrum),Châtaignier,Érable,Prunellier commun (Épine noire)",Actif,< 15,0,2028,,"48.1107701278, -1.48991638652",Brécé,TAILLE,,8.0,C,Érable,100,Non
35039,Brécé,35,,,,Lisière,,Actif,> 30,0,2034,,"48.1107701278, -1.48991638652",Brécé,ELAGAGE EN RIDEAU,,0.0,,Chêne commun,0,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cerisier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,22.0,A,Cerisier,100,Non
35136,Janzé,35,,,,Futaie,Peuplier,Actif,> 30,0,2025,,"47.9428950804, -1.50038718382",Janzé,ABATTAGE,5,20.5,B,Peuplier,100,Non
35278,Saint-Grégoire,35,,,,Haie,"Buis,Laurier",Neutre,< 15,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,5.0,A,Laurier,0,Non
35278,Saint-Grégoire,35,,,,Arbre isolé,Pin sylvestre,Actif,> 30,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,1,8.0,B,Pin sylvestre,100,Non
35204,Nouvoitou,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Neutre,,0,,,"48.0299058856, -1.55180159639",Nouvoitou,AUCUNE,,25.9,A,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35059,La Chapelle-des-Fougeretz,35,,,,Haie,Châtaignier,Actif,< 15,0,2024,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,TAILLE,,6.0,B,Châtaignier,100,Non
35334,Thorigné-Fouillard,35,,,,Futaie,Merisier,Actif,> 30,0,2031,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,ABATTAGE,2,18.5,B,Merisier,100,Non
35136,Janzé,35,,,,Haie,"Aulne,Chêne commun,Aubépine,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2028,,"47.9428950804, -1.50038718382",Janzé,TAILLE,,8.5,B,Aulne,100,Non
35352,Vern-sur-Seiche,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,AUCUNE,,7.0,A,Laurier,,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Peuplier,Actif,> 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,19.0,B,Peuplier,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Aulne,Actif,15 - 30,0,2026,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,,9.5,C,Aulne,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,Tremble (Peuplier tremble),Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,2,3.9,D,Tremble (Peuplier tremble),100,Non
35051,Cesson-Sévigné,35,,,,Haie,Prunellier commun (Épine noire),Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,11.1,A,Prunellier commun (Épine noire),,Non
35132,Hirel,35,,,,Arbre isolé,Frêne,Actif,15 - 30,0,2099,,"48.5948348848, -1.80915236052",Hirel,ABATTAGE,1,15.0,C,Frêne,100,Non
35196,Mordelles,35,,,,Taillis,"Fruitier,Ronces,Fusain (d'Europe)",Neutre,,0,,,"48.0857602983, -1.84210731238",Mordelles,DÉBROUSSAILLAGE,,13.5,B,Fruitier,0,Non
35120,Gévezé,35,,,,Pied de pylône,,Neutre,< 15,60,,,"48.2133254705, -1.79930703575",Gévezé,DÉBROUSSAILLAGE,,-4.5,,,100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Bouleau,Érable,Châtaignier",Actif,< 15,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,6.0,B,Bouleau,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,3,2.0,D,Chêne commun,100,Non
35047,Bruz,35,,,,Lisière,,Actif,> 30,0,2027,,"48.0261755313, -1.74817480915",Bruz,ELAGAGE,2,0.0,,Bouleau,100,Non
35047,Bruz,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,2,6.5,E,Chêne commun,100,Non
35047,Bruz,35,,,,Taillis,"Saule marsault (des chèvres),Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,4.5,A,Saule marsault (des chèvres),100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Peuplier,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,21.5,C,Peuplier,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Érable sycomore,Noisetier (Coudrier, pourpre, tortueux),Chêne commun",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,4,24.0,A,Érable sycomore,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,Feuillus inconnu,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,11.0,GÉNÉRIQUE,Feuillus inconnu,0,Oui
35353,Vezin-le-Coquet,35,,,,Haie,Feuillus inconnu,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,10.0,GÉNÉRIQUE,Feuillus inconnu,0,Oui
35353,Vezin-le-Coquet,35,,,,Futaie,"Pommier,Pêcher,Cerisier",Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,5,6.5,B,Cerisier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Merisier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,11.5,C,Merisier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cerisier,Actif,15 - 30,0,2030,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,7.0,B,Cerisier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cyprès,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,8.0,B,Cyprès,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Thuya,Bambou,Laurier",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,7.5,B,Thuya,0,Oui
35206,Noyal-Châtillon-sur-Seiche,35,,,,Taillis,"Acacia,Frêne,Laurier,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2025,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,DÉBROUSSAILLAGE,,4.0,D,Frêne,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Taillis sous Futaie,"Pin,Frêne,Laurier,Saule (blanc, argenté, vivier, Osier blanc)",Actif,15 - 30,0,2031,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ABATTAGE,5,4.0,D,Frêne,100,Non
35210,Pacé,35,,,,Taillis,Bouleau,Actif,< 15,0,2028,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,7.5,B,Bouleau,100,Non
35238,Rennes,35,,,,Futaie,"Érable sycomore,Noyer,Épicéa",Actif,15 - 30,0,2099,,"48.1119791219, -1.68186449144",Rennes,ABATTAGE,7,14.0,Bi,Épicéa,100,Non
35240,Le Rheu,35,,,,Haie,"Robinier,Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,6.0,D,Robinier,0,Non
35047,Bruz,35,,,,Arbre isolé,Peuplier,Actif,> 30,0,2032,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,1,6.5,B,Peuplier,100,Non
35189,Montgermont,35,,,,Haie,"Laurier,Noisetier (Coudrier, pourpre, tortueux),Cerisier",Actif,< 15,0,2027,,"48.1538376773, -1.71729477816",Montgermont,TAILLE,,7.5,B,Cerisier,0,Non
35076,Chavagne,35,,,,Haie,Thuya,Neutre,< 15,0,,,"48.0561574005, -1.78649242036",Chavagne,TAILLE,,10.0,B,Thuya,0,Oui
35079,Chevaigné,35,,,,Haie,Ronces,Neutre,< 15,0,,,"48.2251828699, -1.63670416498",Chevaigné,TAILLE,,13.0,A,Ronces,0,Non
35210,Pacé,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux),Saule marsault (des chèvres)",Actif,,0,2029,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,9.2,A,Saule marsault (des chèvres),0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Sumacs (Rhus),Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,8.0,Spécifique,Sumacs (Rhus),100,Non
35088,Corps-Nuds,35,,,,Futaie,Cerisier,Actif,> 30,0,2028,,"47.9823871404, -1.57026704551",Corps-Nuds,ECIMAGE,2,11.1,A,Cerisier,100,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Palmier,Neutre,15 - 30,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,1,18.7,A,Palmier,,Non
35076,Chavagne,35,,,,Arbre isolé,Épicéa,Actif,15 - 30,0,2027,,"48.0561574005, -1.78649242036",Chavagne,ECIMAGE,1,4.5,E,Épicéa,100,Non
35076,Chavagne,35,,,,Haie,Thuya,Neutre,15 - 30,0,,,"48.0561574005, -1.78649242036",Chavagne,AUCUNE,14,5.5,C,Thuya,,Non
35120,Gévezé,35,,,,Futaie,"Chêne commun,Merisier,Châtaignier",Actif,15 - 30,0,2025,,"48.2133254705, -1.79930703575",Gévezé,ECIMAGE,6,4.5,D,Chêne commun,100,Non
35024,Betton,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.1812360423, -1.64589552684",Betton,ABATTAGE,1,14.0,C,Chêne commun,100,Non
35196,Mordelles,35,,,,Lisière,,Actif,15 - 30,0,2026,,"48.0857602983, -1.84210731238",Mordelles,ELAGAGE,6,0.0,,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,"Châtaignier,Chêne commun,Cerisier",Actif,15 - 30,0,2026,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,4,11.0,C,Châtaignier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Liquidambar,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,7.5,B,Liquidambar,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Cornouiller (mâle ou sauvage),Sureau,Noisetier (Coudrier, pourpre, tortueux)",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,7.0,C,"Noisetier (Coudrier, pourpre, tortueux)",,Non
35047,Bruz,35,,,,Futaie,"Thuya,Saule (blanc, argenté, vivier, Osier blanc)",Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,12,13.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Prunellier commun (Épine noire),Chêne commun,Sorbier",Actif,15 - 30,0,2029,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,11.0,C,Chêne commun,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Haie,"Prunellier commun (Épine noire),Noisetier (Coudrier, pourpre, tortueux)",Neutre,< 15,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,AUCUNE,,9.0,B,"Noisetier (Coudrier, pourpre, tortueux)",,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2025,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ABATTAGE,,4.5,C,Chêne commun,100,Non
35238,Rennes,35,,,,Isolé Pied de pylône,,Neutre,,0,,,"48.1119791219, -1.68186449144",Rennes,AUCUNE,,-3.5,,,0,Non
35039,Brécé,35,,,,Haie,Ronces,Neutre,< 15,0,,,"48.1107701278, -1.48991638652",Brécé,TAILLE,,12.0,A,Ronces,0,Non
35170,Mecé,35,,,,Haie,"Hêtre commun (pourpre, pleureur),Ronces,Châtaignier",Actif,< 15,0,2024,,"48.2407410676, -1.28545546756",Mecé,TAILLE,,7.0,B,Châtaignier,0,Non
35200,Moutiers,35,,,,Futaie,"Chêne commun,Saule (blanc, argenté, vivier, Osier blanc),Châtaignier",Neutre,15 - 30,0,,,"47.9759859892, -1.2051682133",Moutiers,ABATTAGE,43,25.0,C,Châtaignier,100,Non
35039,Brécé,35,,,,Haie,"Ronces,Châtaignier",Actif,< 15,0,2025,,"48.1107701278, -1.48991638652",Brécé,TAILLE,,6.0,B,Châtaignier,100,Non
35245,Romillé,35,,,,Futaie,"Noyer,Pommier",Actif,15 - 30,0,2025,,"48.2223488257, -1.87904298142",Romillé,ECIMAGE,2,8.6,B,Noyer,100,Non
35210,Pacé,35,,,,Haie,Sapin de Douglas (Pin d'Oregon),Fantôme,,0,,,"48.152548244, -1.77716643787",Pacé,AUCUNE,8,14.5,C,Sapin de Douglas (Pin d'Oregon),0,Non
35047,Bruz,35,,,,Haie,"Chêne commun,Noisetier (Coudrier, pourpre, tortueux),Ronces",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,4.5,C,"Noisetier (Coudrier, pourpre, tortueux)",100,Non
35081,Clayes,35,,,,Futaie,"Pommier,Ornement",Neutre,15 - 30,0,,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,4,11.5,C,Pommier,100,Non
35081,Clayes,35,,,,Futaie,Ornement,Neutre,15 - 30,0,,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,6,6.5,A,Ornement,100,Non
35051,Cesson-Sévigné,35,,,,Haie,Ronces,Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,16.0,A,Ronces,0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Merisier,Actif,15 - 30,0,2024,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,,9.0,B,Merisier,100,Non
35047,Bruz,35,,,,Haie,"Érable,Noisetier (Coudrier, pourpre, tortueux),Châtaignier",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,8.6,B,Érable,100,Non
35047,Bruz,35,,,,Arbre isolé,Chêne rouge d'Amérique (USA),Actif,> 30,0,2030,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,,12.0,B,Chêne rouge d'Amérique (USA),100,Non
35081,Clayes,35,,,,Taillis,"Ronces,Saule marsault (des chèvres)",Actif,< 15,0,2035,,"48.1786926288, -1.8539725616",Clayes,DÉBROUSSAILLAGE,,8.5,B,Saule marsault (des chèvres),100,Non
35047,Bruz,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Chêne commun,Orme",Actif,< 15,0,2099,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35081,Clayes,35,,,,Taillis,Sureau,Actif,,0,2032,,"48.1786926288, -1.8539725616",Clayes,DÉBROUSSAILLAGE,,6.0,B,Sureau,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Isolé Pied de pylône,,Actif,< 15,150,2025,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,DÉBROUSSAILLAGE,,0.0,,,100,Non
35047,Bruz,35,,,,Haie,"Chêne commun,Laurier",Actif,< 15,0,2030,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,8.5,E,Chêne commun,100,Oui
35059,La Chapelle-des-Fougeretz,35,,,,Taillis,"Saule marsault (des chèvres),Bouleau,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2025,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,DÉBROUSSAILLAGE,,6.4,D,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,ABATTAGE,5,4.2,C,Chêne commun,100,Non
35240,Le Rheu,35,,,,Taillis,"Chêne commun,Bouleau,Châtaignier",Actif,< 15,0,2027,,"48.097397419, -1.78149989185",Le Rheu,DÉBROUSSAILLAGE,100,3.5,D,Chêne commun,0,Non
35240,Le Rheu,35,,,,Haie,"Cornouiller (mâle ou sauvage),Érable",Actif,< 15,0,2026,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,7.5,D,Érable,0,Non
35240,Le Rheu,35,,,,Haie,"Tremble (Peuplier tremble),Ronces,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2027,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,6.5,D,Tremble (Peuplier tremble),100,Non
35055,Chantepie,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2028,,"48.0817134724, -1.6038253094",Chantepie,ECIMAGE,1,9.5,C,Chêne commun,100,Non
35055,Chantepie,35,,,,Taillis,"Bouleau,Charme commun (Charmille),Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2099,,"48.0817134724, -1.6038253094",Chantepie,DÉBROUSSAILLAGE,,5.5,B,Bouleau,100,Non
35055,Chantepie,35,,,,Arbre isolé,"Saule (blanc, argenté, vivier, Osier blanc)",Actif,> 30,0,2099,,"48.0817134724, -1.6038253094",Chantepie,ABATTAGE,1,8.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35278,Saint-Grégoire,35,,,,Isolé Pied de pylône,,Actif,,100,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,0.0,,,100,Non
35204,Nouvoitou,35,,,,Futaie,"Érable,Chêne rouge d'Amérique (USA),Bouleau",Actif,15 - 30,0,2031,,"48.0299058856, -1.55180159639",Nouvoitou,ECIMAGE,15,14.8,C,Chêne rouge d'Amérique (USA),100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Arbre isolé,Pommier,Neutre,15 - 30,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ABATTAGE,1,11.5,C,Pommier,100,Non
35055,Chantepie,35,,,,Taillis,"Ronces,Prunellier commun (Épine noire)",Actif,< 15,0,2025,,"48.0817134724, -1.6038253094",Chantepie,DÉBROUSSAILLAGE,,4.0,A,Prunellier commun (Épine noire),0,Non
35204,Nouvoitou,35,,,,Haie,"Sureau,Châtaignier,Frêne",Actif,< 15,0,2028,,"48.0299058856, -1.55180159639",Nouvoitou,TAILLE,,9.1,B,Châtaignier,100,Non
35240,Le Rheu,35,,,,Taillis,"Laurier,Érable,Prunellier commun (Épine noire)",Actif,15 - 30,0,2026,,"48.097397419, -1.78149989185",Le Rheu,DÉBROUSSAILLAGE,,6.5,D,Érable,100,Non
35278,Saint-Grégoire,35,,,,Futaie,Bouleau,Actif,15 - 30,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,3,10.0,B,Bouleau,100,Non
35196,Mordelles,35,,,,Futaie,Chêne commun,Actif,15 - 30,0,2099,,"48.0857602983, -1.84210731238",Mordelles,ABATTAGE,2,8.5,D,Chêne commun,100,Non
35210,Pacé,35,,,,Taillis,"Merisier,Prunellier commun (Épine noire),Aulne",Actif,< 15,0,2099,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,6.3,B,Aulne,100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Bouleau,Érable,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2029,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,15.4,C,Bouleau,0,Non
35136,Janzé,35,,,,Haie,"Châtaignier,Noisetier (Coudrier, pourpre, tortueux),Ajonc",Actif,< 15,0,2031,,"47.9428950804, -1.50038718382",Janzé,TAILLE,,14.0,B,Châtaignier,100,Non
35136,Janzé,35,,,,Haie,"Merisier,Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"47.9428950804, -1.50038718382",Janzé,AUCUNE,,17.5,B,Merisier,,Non
35047,Bruz,35,,,,Futaie,Frêne,Actif,15 - 30,0,2039,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,2,12.5,C,Frêne,100,Non
35081,Clayes,35,,,,Haie,"Châtaignier,Ronces",Actif,< 15,0,2025,,"48.1786926288, -1.8539725616",Clayes,TAILLE,3,7.5,B,Châtaignier,0,Non
35081,Clayes,35,,,,Arbre isolé,Châtaignier,Actif,> 30,0,2025,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,1,5.0,C,Châtaignier,100,Non
35081,Clayes,35,,,,Lisière,Chêne commun,Actif,15 - 30,0,2099,,"48.1786926288, -1.8539725616",Clayes,ELAGAGE EN RIDEAU,,-3.5,E,Chêne commun,0,Non
35051,Cesson-Sévigné,35,,,,Haie,"Orme,Prunellier commun (Épine noire),Frêne",Actif,< 15,0,2025,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,4.1,C,Frêne,0,Non
35240,Le Rheu,35,,,,Haie,"Aulne,Érable,Frêne",Neutre,< 15,0,,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,16.5,B7,Frêne,0,Non
35240,Le Rheu,35,,,,Haie,"Frêne,Érable,Aulne",Actif,< 15,0,2026,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,15.5,B7,Frêne,0,Non
35047,Bruz,35,,,,Futaie,Marronnier,Actif,15 - 30,0,2030,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,3,13.0,B,Marronnier,100,Non
35081,Clayes,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Églantier (Rosier sauvage),Ronces,Saule marsault (des chèvres)",Actif,< 15,0,2026,,"48.1786926288, -1.8539725616",Clayes,TAILLE,,9.5,B,Saule marsault (des chèvres),100,Non
35278,Saint-Grégoire,35,,,,Taillis,"Cornouiller (mâle ou sauvage),Saule (blanc, argenté, vivier, Osier blanc),Bouleau",Actif,< 15,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,1.0,B,Bouleau,0,Non
35278,Saint-Grégoire,35,,,,Arbre isolé,Pin,Neutre,15 - 30,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,ABATTAGE,1,12.5,B,Pin,100,Non
35278,Saint-Grégoire,35,,,,Futaie,"Thuya,Laurier sauce",Actif,15 - 30,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,11,12.0,B,Laurier sauce,100,Non
35278,Saint-Grégoire,35,,,,Arbre isolé,Séquoia,Actif,> 30,0,2025,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,1,11.5,Spécifique,Séquoia,100,Non
35278,Saint-Grégoire,35,,,,Haie,Peuplier blanc,Actif,< 15,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,13.0,A,Peuplier blanc,100,Non
35216,Parthenay-de-Bretagne,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.1884515911, -1.829797127",Parthenay-de-Bretagne,ABATTAGE,2,7.1,D,Chêne commun,100,Non
