,INSEE_COM,Annee,Nb_mutations,NbMaisons,NbApparts,propmaison,propappart,PrixMoyen,Prixm2Moyen,SurfaceMoy
10321,35001,2017,68,33,35,48.5294117647059,51.4705882352941,182567.764705882,2166.51470588235,83.5
10340,35022,2017,4,4,0,100,0,143450,1433.25,101.5
10342,35024,2017,81,46,35,56.7901234567901,43.2098765432099,230283.62962963,2529.60493827161,92.3086419753086
10350,35032,2017,37,27,10,72.972972972973,27.027027027027,191407.027027027,2194.94594594595,100.945945945946
10356,35039,2017,14,12,2,85.7142857142857,14.2857142857143,218962.357142857,2206.85714285714,102.714285714286
10363,35047,2017,129,61,68,47.2868217054264,52.7131782945737,196189.968992248,2366.92248062016,85.2248062015504
10366,35051,2017,99,65,34,65.6565656565657,34.3434343434343,302462.101010101,3053.69696969697,102.333333333333
10369,35055,2017,78,34,44,43.5897435897436,56.4102564102564,199663.461538462,2345.02564102564,85.6666666666667
10372,35058,2017,9,9,0,100,0,177460.222222222,1789.77777777778,98.5555555555556
10373,35059,2017,32,23,9,71.875,28.125,232803.59375,2252.4375,104.46875
10379,35065,2017,5,5,0,100,0,214030,2174,99.6
10380,35066,2017,70,20,50,28.5714285714286,71.4285714285714,160587.442857143,2223.92857142857,72.3
10388,35076,2017,24,17,7,70.8333333333333,29.1666666666667,204674.375,1934,106.041666666667
10391,35079,2017,11,10,1,90.9090909090909,9.09090909090909,229327.272727273,2144,107.818181818182
10392,35080,2017,11,9,2,81.8181818181818,18.1818181818182,201247.727272727,1870.90909090909,109.090909090909
10393,35081,2017,7,7,0,100,0,175185.428571429,1747.71428571429,106.857142857143
10398,35088,2017,21,19,2,90.4761904761905,9.52380952380952,176082.142857143,1781.47619047619,101.952380952381
10428,35120,2017,41,36,5,87.8048780487805,12.1951219512195,205967.12195122,2027.21951219512,101
10438,35131,2017,25,19,6,76,24,198688.4,2085.24,94.72
10439,35132,2017,13,13,0,100,0,182711,1672.46153846154,106.384615384615
10442,35135,2017,13,12,1,92.3076923076923,7.69230769230769,152135.384615385,1795.92307692308,90.3076923076923
10443,35136,2017,56,44,12,78.5714285714286,21.4285714285714,173239.339285714,1731.30357142857,103.410714285714
10446,35139,2017,37,34,3,91.8918918918919,8.10810810810811,243342,2088.86486486487,116.567567567568
10451,35144,2017,6,6,0,100,0,182901.666666667,1921.5,93.8333333333333
10456,35150,2017,22,22,0,100,0,192834.545454545,1623.86363636364,121.090909090909
10464,35160,2017,1,1,0,100,0,190000,1258,151
10474,35170,2017,5,5,0,100,0,138260,1308.2,106
10484,35180,2017,2,2,0,100,0,172250,1215.5,135.5
10492,35189,2017,29,22,7,75.8620689655172,24.1379310344828,257280.793103448,2470.1724137931,106.241379310345
10493,35190,2017,2,2,0,100,0,53000,1542,34.5
10499,35196,2017,46,24,22,52.1739130434783,47.8260869565217,171462.5,2154.78260869565,80.9130434782609
10502,35200,2017,3,3,0,100,0,145666.666666667,1155.66666666667,133
10506,35204,2017,22,20,2,90.9090909090909,9.09090909090909,211096.818181818,1947.81818181818,111.272727272727
10508,35206,2017,41,30,11,73.1707317073171,26.8292682926829,215315.12195122,2261.70731707317,97.7073170731707
10510,35208,2017,32,21,11,65.625,34.375,183950.40625,2109.78125,88.8125
10511,35210,2017,83,62,21,74.6987951807229,25.3012048192771,274981.277108434,2463.01204819277,114.156626506024
10516,35216,2017,12,7,5,58.3333333333333,41.6666666666667,155758.75,1772.08333333333,88
10530,35230,2017,1,1,0,100,0,56000,1333,42
10535,35235,2017,5,5,0,100,0,124700,1064.6,109.8
10538,35238,2017,2115,298,1817,14.0898345153664,85.9101654846336,182355.015130024,2792.61040189125,65.4387706855792
10540,35240,2017,81,46,35,56.7901234567901,43.2098765432099,204113.580246914,2394.12345679012,87.6049382716049
10545,35245,2017,20,17,3,85,15,193244.65,1689.85,116.85
10550,35250,2017,18,14,4,77.7777777777778,22.2222222222222,152982.5,2117.5,77.8333333333333
10565,35266,2017,29,12,17,41.3793103448276,58.6206896551724,158519.551724138,2001.89655172414,80.551724137931
10572,35275,2017,44,30,14,68.1818181818182,31.8181818181818,198777.113636364,2076.59090909091,96.4090909090909
10575,35278,2017,63,42,21,66.6666666666667,33.3333333333333,348679.015873016,2965.39682539683,122.698412698413
10578,35281,2017,129,34,95,26.3565891472868,73.6434108527132,151364.790697674,2189.16279069767,69.9302325581395
10602,35310,2017,4,4,0,100,0,120255,1426.25,78.25
10606,35315,2017,9,9,0,100,0,216062.222222222,1725.44444444444,129.222222222222
10623,35334,2017,67,43,24,64.1791044776119,35.8208955223881,244994.208955224,2434.85074626866,100.477611940299
10634,35351,2017,10,10,0,100,0,185116.5,1863,105.1
10635,35352,2017,45,34,11,75.5555555555556,24.4444444444444,242951.777777778,2312.53333333333,104.533333333333
10636,35353,2017,40,27,13,67.5,32.5,221379.475,2551.575,87.525
10646,35363,2017,36,16,20,44.4444444444444,55.5555555555556,173937.416666667,2075.97222222222,83.8055555555556
