,INSEE_COM,Annee,Nb_mutations,NbMaisons,NbApparts,propmaison,propappart,PrixMoyen,Prixm2Moyen,SurfaceMoy
11921,35001,2020,76,44,32,57.8947368421053,42.1052631578947,233753.539473684,2582.10526315789,91.1710526315789
11940,35022,2020,16,13,3,81.25,18.75,163440.25,1648.25,97.3125
11942,35024,2020,133,89,44,66.9172932330827,33.0827067669173,286783.030075188,2903.89473684211,100.127819548872
11949,35032,2020,81,60,21,74.0740740740741,25.9259259259259,220234.950617284,2249.33333333333,102.074074074074
11955,35039,2020,24,19,5,79.1666666666667,20.8333333333333,198623.083333333,2205.41666666667,95.4166666666667
11962,35047,2020,259,146,113,56.3706563706564,43.6293436293436,236301.266409266,2733.13127413127,88.5289575289575
11965,35051,2020,198,102,96,51.5151515151515,48.4848484848485,332108.732323232,3632.47474747475,91.7878787878788
11968,35055,2020,168,57,111,33.9285714285714,66.0714285714286,222584.351190476,2813.55357142857,79.0952380952381
11971,35058,2020,19,19,0,100,0,200955.736842105,1983.52631578947,104.631578947368
11972,35059,2020,55,38,17,69.0909090909091,30.9090909090909,242348,2514.85454545455,96.8727272727273
11978,35065,2020,23,18,5,78.2608695652174,21.7391304347826,176646.956521739,2514.86956521739,79.3478260869565
11979,35066,2020,147,66,81,44.8979591836735,55.1020408163265,199832.517006803,2455.27210884354,82.4285714285714
11987,35076,2020,65,41,24,63.0769230769231,36.9230769230769,197883.630769231,2291.21538461538,89.5384615384615
11990,35079,2020,21,18,3,85.7142857142857,14.2857142857143,246053.095238095,2579.33333333333,95.8095238095238
11991,35080,2020,34,32,2,94.1176470588235,5.88235294117647,196642.588235294,1910.79411764706,104.852941176471
11992,35081,2020,14,14,0,100,0,201408.071428571,2167.57142857143,92.8571428571429
11998,35088,2020,53,47,6,88.6792452830189,11.3207547169811,204857.867924528,2090.84905660377,101.358490566038
12028,35120,2020,89,53,36,59.5505617977528,40.4494382022472,193357.056179775,2285.79775280899,87.7303370786517
12038,35131,2020,55,38,17,69.0909090909091,30.9090909090909,200399.909090909,2292.70909090909,92.1454545454545
12039,35132,2020,15,15,0,100,0,212853.333333333,1820.73333333333,115.733333333333
12042,35135,2020,22,19,3,86.3636363636364,13.6363636363636,184632.954545455,1594.45454545455,117.727272727273
12043,35136,2020,132,81,51,61.3636363636364,38.6363636363636,172899.356060606,2157.52272727273,85.0075757575758
12046,35139,2020,62,53,9,85.4838709677419,14.5161290322581,249042.016129032,2378.03225806452,107.241935483871
12051,35144,2020,11,11,0,100,0,204031.090909091,2116,97.2727272727273
12056,35150,2020,31,31,0,100,0,179628.193548387,1652.25806451613,113.41935483871
12065,35160,2020,4,3,1,75,25,146250,1399.75,93.5
12075,35170,2020,13,13,0,100,0,111605,1171.30769230769,95.8461538461538
12085,35180,2020,10,10,0,100,0,145063.3,1507.4,104.1
12093,35189,2020,35,15,20,42.8571428571429,57.1428571428571,231673.114285714,2693,86.9428571428571
12094,35190,2020,4,4,0,100,0,108725,798,134
12100,35196,2020,128,67,61,52.34375,47.65625,202201.640625,2449.875,85.015625
12104,35200,2020,10,10,0,100,0,128350,1312.9,95.1
12107,35204,2020,37,33,4,89.1891891891892,10.8108108108108,225135.405405405,2212.21621621622,103.675675675676
12109,35206,2020,96,62,34,64.5833333333333,35.4166666666667,248234.072916667,2551.41666666667,98.6979166666667
12111,35208,2020,73,56,17,76.7123287671233,23.2876712328767,226728.835616438,2276.47945205479,101.72602739726
12112,35210,2020,164,88,76,53.6585365853659,46.3414634146341,276195.164634146,2856.9512195122,98.4390243902439
12117,35216,2020,29,12,17,41.3793103448276,58.6206896551724,159680.137931034,2101.03448275862,76.448275862069
12131,35230,2020,9,8,1,88.8888888888889,11.1111111111111,109596.888888889,1324.66666666667,78.7777777777778
12136,35235,2020,18,18,0,100,0,146864.555555556,1342.83333333333,103.722222222222
12139,35238,2020,3485,507,2978,14.5480631276901,85.4519368723099,235993.578192253,3557.14146341463,66.8332855093257
12141,35240,2020,156,86,70,55.1282051282051,44.8717948717949,236765.391025641,2670.66025641026,90.7628205128205
12146,35245,2020,40,32,8,80,20,179722.5,2079.825,88.325
12151,35250,2020,38,19,19,50,50,175027.763157895,2161.42105263158,81.6578947368421
12166,35266,2020,62,41,21,66.1290322580645,33.8709677419355,205070.209677419,2294.51612903226,90.1451612903226
12173,35275,2020,61,43,18,70.4918032786885,29.5081967213115,254895.278688525,2435.68852459016,103.229508196721
12176,35278,2020,127,77,50,60.6299212598425,39.3700787401575,378792.834645669,3419.04724409449,112.448818897638
12179,35281,2020,206,59,147,28.6407766990291,71.3592233009709,194146.053398058,2744.34466019417,71.4174757281553
12204,35310,2020,10,10,0,100,0,201550,1526.7,129.7
12208,35315,2020,18,17,1,94.4444444444444,5.55555555555556,203098.333333333,2106.55555555556,97.1666666666667
12226,35334,2020,86,49,37,56.9767441860465,43.0232558139535,249686.139534884,2756.56976744186,91
12239,35351,2020,21,21,0,100,0,189378.571428571,1904.80952380952,100.428571428571
12240,35352,2020,78,55,23,70.5128205128205,29.4871794871795,247508.743589744,2486.78205128205,99.9487179487179
12241,35353,2020,73,36,37,49.3150684931507,50.6849315068493,225471.98630137,2654.42465753425,86.1643835616438
12251,35363,2020,62,43,19,69.3548387096774,30.6451612903226,205823.629032258,2249.59677419355,91.1612903225806
