,INSEE_COM,Annee,Nb_mutations,NbMaisons,NbApparts,propmaison,propappart,PrixMoyen,Prixm2Moyen,SurfaceMoy
10489,35001,2018,45,33,12,73.3333333333333,26.6666666666667,211266.866666667,2232.11111111111,96.4222222222222
10508,35022,2018,7,6,1,85.7142857142857,14.2857142857143,159428.571428571,1601.14285714286,99.2857142857143
10510,35024,2018,99,50,49,50.5050505050505,49.4949494949495,222459.212121212,2522.92929292929,88.4646464646465
10518,35032,2018,33,23,10,69.6969696969697,30.3030303030303,175376.272727273,2026.21212121212,88.7575757575758
10524,35039,2018,9,9,0,100,0,260041.111111111,2260.33333333333,115.222222222222
10531,35047,2018,159,83,76,52.2012578616352,47.7987421383648,213410.616352201,2483.27672955975,87.7610062893082
10534,35051,2018,125,81,44,64.8,35.2,335112.872,3191.096,106.304
10537,35055,2018,65,22,43,33.8461538461538,66.1538461538461,203082.292307692,2471.55384615385,82.8769230769231
10540,35058,2018,6,6,0,100,0,229433.333333333,1825.83333333333,124.166666666667
10541,35059,2018,23,17,6,73.9130434782609,26.0869565217391,217458.695652174,2419.82608695652,90.2608695652174
10547,35065,2018,11,11,0,100,0,191860,2151.45454545455,94.6363636363636
10548,35066,2018,72,31,41,43.0555555555556,56.9444444444444,190215.111111111,2365.55555555556,80.9861111111111
10556,35076,2018,22,18,4,81.8181818181818,18.1818181818182,196416.090909091,2087.77272727273,93.5454545454545
10559,35079,2018,17,17,0,100,0,214175.058823529,1845.47058823529,117.588235294118
10560,35080,2018,17,16,1,94.1176470588235,5.88235294117647,221301.176470588,2024.52941176471,109.823529411765
10561,35081,2018,4,4,0,100,0,194000,2045,94.25
10567,35088,2018,12,11,1,91.6666666666667,8.33333333333333,173932.25,1939.5,89
10596,35120,2018,42,31,11,73.8095238095238,26.1904761904762,209975.80952381,2259.02380952381,95.3571428571429
10606,35131,2018,30,18,12,60,40,195568,2137.83333333333,92.0666666666667
10607,35132,2018,8,8,0,100,0,225500,2097.5,114.25
10610,35135,2018,19,17,2,89.4736842105263,10.5263157894737,154287.368421053,1621.68421052632,98.3684210526316
10611,35136,2018,60,40,20,66.6666666666667,33.3333333333333,150590.15,1635.18333333333,97.15
10614,35139,2018,26,22,4,84.6153846153846,15.3846153846154,280908.076923077,2417.07692307692,127.923076923077
10619,35144,2018,5,5,0,100,0,188480,1711.2,110
10623,35150,2018,19,19,0,100,0,192572.842105263,1861.26315789474,103.578947368421
10632,35160,2018,1,1,0,100,0,150000,1163,129
10642,35170,2018,5,5,0,100,0,129000,1163.8,112.8
10652,35180,2018,2,2,0,100,0,154500,1208.5,127.5
10660,35189,2018,32,22,10,68.75,31.25,251595.3125,2561.375,98.21875
10661,35190,2018,2,2,0,100,0,118225,1098,107.5
10666,35196,2018,52,29,23,55.7692307692308,44.2307692307692,184426.846153846,2191.40384615385,86.0576923076923
10670,35200,2018,5,5,0,100,0,101200,1184.2,85.2
10674,35204,2018,18,14,4,77.7777777777778,22.2222222222222,185143.166666667,1911.44444444444,96.8333333333333
10676,35206,2018,55,38,17,69.0909090909091,30.9090909090909,218389.4,2200.72727272727,104.509090909091
10678,35208,2018,47,40,7,85.1063829787234,14.8936170212766,196535.914893617,2161.85106382979,91.1063829787234
10679,35210,2018,59,36,23,61.0169491525424,38.9830508474576,281509.169491525,2561.74576271186,112.389830508475
10684,35216,2018,12,12,0,100,0,224030.5,1852.58333333333,120.5
10698,35230,2018,1,1,0,100,0,190000,1667,114
10703,35235,2018,6,6,0,100,0,103900,857,121.5
10706,35238,2018,2099,293,1806,13.9590281086232,86.0409718913769,191406.047165317,2956.63506431634,65.0809909480705
10708,35240,2018,63,26,37,41.2698412698413,58.7301587301587,209885.53968254,2321.55555555556,91.4126984126984
10713,35245,2018,28,25,3,89.2857142857143,10.7142857142857,202597.678571429,1824.10714285714,115.75
10718,35250,2018,17,9,8,52.9411764705882,47.0588235294118,153412.176470588,1954.11764705882,80.5294117647059
10732,35266,2018,26,14,12,53.8461538461538,46.1538461538462,181079.730769231,2056.84615384615,90.8461538461538
10739,35275,2018,40,19,21,47.5,52.5,202886.375,2382.6,87.35
10742,35278,2018,67,40,27,59.7014925373134,40.2985074626866,333506.298507463,2948.59701492537,111.179104477612
10745,35281,2018,150,48,102,32,68,161599.386666667,2231.02,71.8933333333333
10770,35310,2018,7,7,0,100,0,149621.428571429,1512.14285714286,102.857142857143
10774,35315,2018,4,4,0,100,0,260335.5,2454.75,102.75
10791,35334,2018,56,32,24,57.1428571428571,42.8571428571429,225339.946428571,2580.76785714286,89.1071428571429
10801,35351,2018,8,8,0,100,0,204312.5,1952.875,106.375
10802,35352,2018,39,32,7,82.051282051282,17.9487179487179,259349.384615385,2223.66666666667,116.25641025641
10803,35353,2018,33,21,12,63.6363636363636,36.3636363636364,241716.272727273,2502.78787878788,96.3636363636364
10812,35363,2018,24,15,9,62.5,37.5,200055.75,2214,90.75
