,INSEE_COM,Annee,Nb_mutations,NbMaisons,NbApparts,propmaison,propappart,PrixMoyen,Prixm2Moyen,SurfaceMoy
11098,35001,2016,87,59,28,67.816091954023,32.183908045977,207959.229885057,2352.50574712644,90.8045977011494
11116,35022,2016,12,11,1,91.6666666666667,8.33333333333333,143333.333333333,1200.91666666667,133.833333333333
11118,35024,2016,137,78,59,56.9343065693431,43.0656934306569,223093.167883212,2422.37226277372,93.1021897810219
11126,35032,2016,56,36,20,64.2857142857143,35.7142857142857,164731.071428571,1858.76785714286,91.1428571428571
11132,35039,2016,21,19,2,90.4761904761905,9.52380952380952,187272.047619048,1801.42857142857,108.285714285714
11139,35047,2016,258,123,135,47.6744186046512,52.3255813953488,191420.015503876,2290.68217054264,85.1937984496124
11142,35051,2016,186,92,94,49.4623655913978,50.5376344086022,251858.650537634,2644.84946236559,96.3064516129032
11145,35055,2016,123,46,77,37.3983739837398,62.6016260162602,191913.024390244,2442.60162601626,79.520325203252
11148,35058,2016,20,20,0,100,0,150314.15,1710.6,95.85
11149,35059,2016,47,34,13,72.3404255319149,27.6595744680851,210787.638297872,2116.65957446808,101.617021276596
11155,35065,2016,25,25,0,100,0,190856.16,1919.36,99.72
11156,35066,2016,101,55,46,54.4554455445545,45.5445544554455,169218.336633663,2147.29702970297,80.4554455445545
11164,35076,2016,59,38,21,64.4067796610169,35.5932203389831,179280.254237288,2016.76271186441,90.9322033898305
11167,35079,2016,16,15,1,93.75,6.25,251564.375,2323.75,108.4375
11168,35080,2016,19,18,1,94.7368421052632,5.26315789473684,205273.052631579,1973.84210526316,109
11169,35081,2016,1,1,0,100,0,152827,1887,81
11175,35088,2016,30,26,4,86.6666666666667,13.3333333333333,176581.466666667,1770.26666666667,107.733333333333
11205,35120,2016,63,53,10,84.1269841269841,15.8730158730159,192933.412698413,2011.73015873016,99.015873015873
11215,35131,2016,50,36,14,72,28,179173.14,2007.56,90.52
11216,35132,2016,17,16,1,94.1176470588235,5.88235294117647,141077.470588235,1570.88235294118,92.7647058823529
11219,35135,2016,19,19,0,100,0,155338.684210526,1550.15789473684,101.684210526316
11220,35136,2016,84,57,27,67.8571428571429,32.1428571428571,149227.892857143,1634.88095238095,93.2142857142857
11223,35139,2016,50,40,10,80,20,208328.68,1916.02,110.1
11228,35144,2016,13,12,1,92.3076923076923,7.69230769230769,160223.076923077,1849.61538461538,86.3076923076923
11233,35150,2016,22,22,0,100,0,151256.863636364,1403.04545454545,105.863636363636
11242,35160,2016,3,3,0,100,0,125516.666666667,1122,114.666666666667
11252,35170,2016,5,5,0,100,0,134200,1564.6,84.8
11262,35180,2016,2,2,0,100,0,149250,1429,104
11270,35189,2016,34,25,9,73.5294117647059,26.4705882352941,264733.529411765,2395.20588235294,116.235294117647
11271,35190,2016,1,1,0,100,0,112000,757,148
11277,35196,2016,96,38,58,39.5833333333333,60.4166666666667,172673.010416667,2140.78125,81.6875
11281,35200,2016,7,7,0,100,0,88857.1428571429,1071.28571428571,83.7142857142857
11285,35204,2016,32,31,1,96.875,3.125,177686.375,1723.09375,103.25
11287,35206,2016,66,43,23,65.1515151515152,34.8484848484849,206907.439393939,2138.75757575758,102.69696969697
11289,35208,2016,46,38,8,82.6086956521739,17.3913043478261,197975.02173913,1957.13043478261,101.782608695652
11290,35210,2016,122,83,39,68.0327868852459,31.9672131147541,257740.295081967,2339.37704918033,108.934426229508
11295,35216,2016,22,17,5,77.2727272727273,22.7272727272727,196603.545454545,1807.90909090909,110.545454545455
11309,35230,2016,1,1,0,100,0,106620,1088,98
11314,35235,2016,10,10,0,100,0,85345.8,1167.7,71.2
11317,35238,2016,3395,489,2906,14.4035346097202,85.5964653902798,173178.290427099,2655.3941089838,65.3254786450663
11319,35240,2016,136,78,58,57.3529411764706,42.6470588235294,193883.808823529,2276.5,88.9264705882353
11324,35245,2016,42,36,6,85.7142857142857,14.2857142857143,182398.595238095,1831.33333333333,101.071428571429
11329,35250,2016,31,24,7,77.4193548387097,22.5806451612903,181138.419354839,2227.74193548387,90
11344,35266,2016,44,27,17,61.3636363636364,38.6363636363636,179580.75,2014.29545454545,89.0681818181818
11351,35275,2016,44,30,14,68.1818181818182,31.8181818181818,204029.045454545,2099.27272727273,99.75
11354,35278,2016,113,66,47,58.4070796460177,41.5929203539823,268677.336283186,2638.29203539823,101.451327433628
11357,35281,2016,183,56,127,30.6010928961749,69.3989071038251,146001.628415301,2119.06557377049,68.7486338797814
11382,35310,2016,10,10,0,100,0,176420,1594.9,110.3
11386,35315,2016,20,20,0,100,0,218165.2,1927.95,114.45
11403,35334,2016,86,64,22,74.4186046511628,25.5813953488372,234890.465116279,2255.87209302326,104.127906976744
11415,35351,2016,7,7,0,100,0,198718.714285714,1812.14285714286,110.714285714286
11416,35352,2016,75,55,20,73.3333333333333,26.6666666666667,212482.253333333,2360.64,93.7866666666667
11417,35353,2016,47,32,15,68.0851063829787,31.9148936170213,198252.468085106,2257.74468085106,88.9574468085106
11427,35363,2016,54,44,10,81.4814814814815,18.5185185185185,204389.907407407,1992.51851851852,102.796296296296
