periode,Nom Officiel Région,Nom Officiel Département,Nom Officiel Commune / Arrondissement Municipal Majuscule,Libellé CATEAAV2020,codgeo_2020,Nom Officiel EPCI,nbmutmoy,nbmutmoy_vente,nbmutmoy_ventem,nbmutmoy_ventea,nbmutmoy_vefa,nbmutmoy_vefam,nbmutmoy_vefaa,nbmutmoy_tab,nbmutmoy_adj,nbmutmoy_expro,nbmutmoy_ech,nbmutmoy_act,nbmutmoy_maison,nbmutmoy_appart,nbmutmoy_dep,nbmutmoy_batind,nbmutmoy_batimix,nbmutmoy_terrain,vfmed_ventem,vfmoy_ventem,vfmed_vefam,vfmoy_vefam,vfmed_ventea,vfmoy_ventea,vfmed_vefaa,vfmoy_vefaa,Code Officiel Région,Code Officiel Département,Code Officiel EPCI,Code CATEAAV2020,Geo Point,Geo Shape,Nom Officiel Commune,POP_2018,Logement_2018,Nbre-menages_2018,Code Officiel Commune,Mutation_relativ
2017_2019,Bretagne,Ille-et-Vilaine,THORIGNÉ-FOUILLARD,Commune de la couronne,35334,Rennes Métropole,149,131,61,,17,,,,,,,6,64,52,,,,20,280000,293954,,,,,,,53,35,243500139,20,"48.156612120473696, -1.5844062065732303","{""coordinates"": [[[-1.5493371917, 48.1628112373], [-1.5514349836, 48.1645157672], [-1.5546240507, 48.1659996528], [-1.5570270814, 48.1667107705], [-1.5603435247, 48.1668277015], [-1.5532329151, 48.1711592996], [-1.5579246553, 48.1711745239], [-1.5671761955, 48.1707074904], [-1.5697766323, 48.1718262226], [-1.5745565835, 48.1684438918], [-1.5763123199, 48.168988661], [-1.57932499, 48.1691114474], [-1.5815556301, 48.1669003633], [-1.5824124548, 48.1689626549], [-1.5872186995, 48.1679402328], [-1.588079572, 48.1682798886], [-1.5924725988, 48.1654219795], [-1.5960579411, 48.1690426515], [-1.5967370342, 48.1752597307], [-1.5949376361, 48.1794327185], [-1.6008375451, 48.1791359974], [-1.6067201632, 48.1773145892], [-1.6090187728, 48.1796845303], [-1.6142949794, 48.1793601322], [-1.6195531426, 48.1720435387], [-1.6218530274, 48.1718704887], [-1.6238241765, 48.1688692142], [-1.6220817703, 48.1678676231], [-1.621748873, 48.1658823675], [-1.6190197247, 48.1656585229], [-1.6160622948, 48.164103242], [-1.6172317507, 48.1623016086], [-1.612386, 48.1604100686], [-1.6111403463, 48.1601847872], [-1.6091437743, 48.1576705772], [-1.604131186, 48.1584595486], [-1.5994820031, 48.1580560636], [-1.5937946728, 48.1561560687], [-1.5927801217, 48.1549310172], [-1.590423977, 48.1540466415], [-1.5923495262, 48.1531405991], [-1.5901061753, 48.1515541848], [-1.5879567581, 48.1493268251], [-1.5937251453, 48.1464431648], [-1.5915511869, 48.1447846716], [-1.5905498239, 48.1433364549], [-1.5865210189, 48.1428019851], [-1.586330818, 48.1417133493], [-1.5916327345, 48.1399160043], [-1.5908499, 48.1391524135], [-1.5899111848, 48.1366111136], [-1.5954982445, 48.1331773075], [-1.5968472232, 48.131751915], [-1.5968878892, 48.1288939144], [-1.595174338, 48.1274753167], [-1.5936517205, 48.1269659362], [-1.5921573013, 48.1277867468], [-1.589080134, 48.1277164621], [-1.5886753177, 48.1295187191], [-1.5866316744, 48.1333650529], [-1.5866294322, 48.1362377483], [-1.5847770467, 48.1378871982], [-1.5807498107, 48.1389947388], [-1.5793285606, 48.1382432743], [-1.577398707, 48.1383813486], [-1.5762007019, 48.1393346288], [-1.5734271265, 48.1386410122], [-1.570828702, 48.1365632918], [-1.5697250977, 48.1339408322], [-1.5712359235, 48.1324950625], [-1.5702572575, 48.1303508759], [-1.5704028481, 48.1282063382], [-1.569780156, 48.1261916496], [-1.5679473756, 48.1250657408], [-1.5663241716, 48.1267051182], [-1.5666957411, 48.1279192465], [-1.5636955833, 48.1302500909], [-1.5616259321, 48.1308863642], [-1.5576650932, 48.1329333486], [-1.5582554878, 48.1350151239], [-1.5578382251, 48.1387916195], [-1.567564318, 48.1408711729], [-1.5671733034, 48.1425934555], [-1.5648631078, 48.1458105835], [-1.5629448203, 48.1469583503], [-1.5619025115, 48.1508870225], [-1.5628720112, 48.1525196524], [-1.5622195272, 48.1530586634], [-1.5623241375, 48.1551258569], [-1.5611205369, 48.1556321088], [-1.5612786922, 48.1583660065], [-1.5619844874, 48.1591129302], [-1.5591250063, 48.1598202234], [-1.5551896402, 48.1613612758], [-1.5493371917, 48.1628112373]]], ""type"": ""Polygon""}",Thorigné-Fouillard,8519,3648,3493,35334,3.590986472830486
2014_2016,Bretagne,Ille-et-Vilaine,HIREL,Commune de la couronne,35132,CA du Pays de Saint Malo Agglomération,31,31,16,,,,,,,,,,18,,,,,11,145000,148684,,,68000,68000,,,53,35,243500782,20,"48.59362343511538, -1.80923437576583","{""coordinates"": [[[-1.783185544, 48.5854170923], [-1.7879319555, 48.5913297301], [-1.7896201757, 48.5961037749], [-1.7890570291, 48.5993463681], [-1.7893244334, 48.6010649551], [-1.7909419635, 48.6028075535], [-1.7909704227, 48.6060109829], [-1.8032873473, 48.6071813106], [-1.8036731679, 48.6075352108], [-1.8103606635, 48.6080993899], [-1.8224250629, 48.6101593534], [-1.8242302978, 48.6108863982], [-1.8300000533, 48.611967961], [-1.8335706242, 48.6129124492], [-1.8398371352, 48.6140697898], [-1.8398948184, 48.6151335632], [-1.8430444273, 48.6170168391], [-1.8455184717, 48.6164186123], [-1.8497153747, 48.613982827], [-1.8527375895, 48.610140253], [-1.8539571372, 48.6094280909], [-1.8596115574, 48.6048307546], [-1.8601582385, 48.6039576579], [-1.8530749063, 48.6006826358], [-1.8519291198, 48.602685942], [-1.8510301273, 48.6026919796], [-1.8492696418, 48.6050871212], [-1.8490102053, 48.607887857], [-1.8462026514, 48.6083726993], [-1.8440659727, 48.6078406215], [-1.8402972101, 48.6080130015], [-1.8377164017, 48.6073357707], [-1.8381209071, 48.6063171742], [-1.8343086652, 48.6060180057], [-1.8333039162, 48.6049683915], [-1.8314107067, 48.6061420883], [-1.8311730939, 48.6071592843], [-1.8279077111, 48.6059977754], [-1.8267947207, 48.6079850365], [-1.8256514315, 48.6081278625], [-1.822210632, 48.6067579335], [-1.8224921641, 48.6054046376], [-1.8212828152, 48.6044470399], [-1.8180063237, 48.6040012709], [-1.8177617446, 48.6027179672], [-1.8209778512, 48.5999885664], [-1.8200998254, 48.5988796411], [-1.8169930191, 48.5976168015], [-1.815205196, 48.5979730956], [-1.8148801218, 48.5960946488], [-1.8134106114, 48.5933982896], [-1.8127169912, 48.5930947292], [-1.8125434195, 48.5908830047], [-1.8113366019, 48.5895926705], [-1.8089486821, 48.5890485392], [-1.8087049276, 48.5857609115], [-1.8076206268, 48.5853433556], [-1.8081814692, 48.5832722412], [-1.808102166, 48.5801032145], [-1.8088090549, 48.5767401551], [-1.8096475407, 48.5765980809], [-1.8099412785, 48.5728047188], [-1.8081295599, 48.5640524566], [-1.8005574866, 48.571621457], [-1.7975487236, 48.5702938249], [-1.7955150642, 48.5689213675], [-1.7939016784, 48.5687413383], [-1.7907847332, 48.571316501], [-1.786750103, 48.5734977592], [-1.785749203, 48.5758289006], [-1.7862621343, 48.5790020658], [-1.7849201845, 48.5802042116], [-1.783185544, 48.5854170923]]], ""type"": ""Polygon""}",Hirel,1390,818,612,35132,3.786173267101125
2017_2019,Bretagne,Ille-et-Vilaine,LA CHAPELLE-CHAUSSÉE,Commune de la couronne,35058,Rennes Métropole,26,26,17,,,,,,,,,,18,,,,,7,183000,172120,,,,,,,53,35,243500139,20,"48.266737449906465, -1.8639066070740606","{""coordinates"": [[[-1.8274362067, 48.2797339457], [-1.8270363481, 48.2813232675], [-1.8251113443, 48.2817155893], [-1.8259839507, 48.2850611841], [-1.8276081117, 48.2858052178], [-1.827747126, 48.2875564073], [-1.828979471, 48.2883128258], [-1.8309908636, 48.288476703], [-1.8340451823, 48.2885392957], [-1.8340837107, 48.2875028847], [-1.839234449, 48.2869504236], [-1.8430486804, 48.2848795192], [-1.8454698116, 48.2841104953], [-1.8491936019, 48.2841118791], [-1.8493356434, 48.2850525588], [-1.8513618068, 48.2855381962], [-1.8538797272, 48.2848236166], [-1.8566815324, 48.2823413009], [-1.8628717048, 48.2815710687], [-1.8649679974, 48.281631709], [-1.8669911935, 48.2807848572], [-1.8692720807, 48.2814688335], [-1.8723722747, 48.2808335094], [-1.874790919, 48.276718646], [-1.8757085524, 48.2769737536], [-1.8819438262, 48.2779801134], [-1.8828978916, 48.2744051353], [-1.8830806794, 48.2723575575], [-1.8822358724, 48.2710817401], [-1.8850219948, 48.2713334555], [-1.8859825817, 48.2707131802], [-1.8917927788, 48.2698822478], [-1.895041757, 48.2701452082], [-1.8986065384, 48.2668647806], [-1.9018873316, 48.2674129002], [-1.9021663721, 48.2666828356], [-1.9008671692, 48.2647940472], [-1.902346099, 48.2626529394], [-1.9025267318, 48.2601266795], [-1.9051075532, 48.2601502348], [-1.9055314069, 48.2594393822], [-1.9053479532, 48.2563395527], [-1.9042226094, 48.2558958791], [-1.9041683027, 48.2533991898], [-1.9021520909, 48.2513310379], [-1.8974740532, 48.2536589847], [-1.8931049198, 48.2528358487], [-1.8900089043, 48.2517371744], [-1.88693091, 48.2516022668], [-1.8847437028, 48.2506073791], [-1.8795209531, 48.2500642705], [-1.8767333255, 48.2490111165], [-1.876768702, 48.2529355925], [-1.874489724, 48.2551770005], [-1.8735988995, 48.2573809076], [-1.8715570666, 48.2554909304], [-1.8669689988, 48.2550265429], [-1.8643390976, 48.2539125112], [-1.8623953299, 48.2513981411], [-1.858395139, 48.2509218491], [-1.8558591622, 48.2500462708], [-1.8540401649, 48.2500660703], [-1.851186821, 48.2514733193], [-1.8457387609, 48.2516312053], [-1.8435310141, 48.2505652151], [-1.8417198069, 48.2527254555], [-1.8390479216, 48.2545405178], [-1.833382769, 48.2537629017], [-1.8324670807, 48.2541104737], [-1.8333572669, 48.2575004334], [-1.8344315726, 48.257453757], [-1.8362173562, 48.260274279], [-1.8357379506, 48.2624483566], [-1.8414672028, 48.2663206304], [-1.8427764418, 48.2676813258], [-1.8426711576, 48.2715131656], [-1.8400970026, 48.2723596445], [-1.840401067, 48.2749325102], [-1.8368605556, 48.2778151719], [-1.8339876206, 48.2773828802], [-1.8303163511, 48.2762557097], [-1.8274362067, 48.2797339457]]], ""type"": ""Polygon""}",La Chapelle-Chaussée,1283,512,456,35058,5.071495181940154
2014_2016,Bretagne,Ille-et-Vilaine,MINIAC-SOUS-BÉCHEREL,Commune de la couronne,35180,Rennes Métropole,12,12,,,,,,,,,,,,,,,,7,85000,117058,,,,,,,53,35,243500139,20,"48.28098274350475, -1.926899337404113","{""coordinates"": [[[-1.9350508514, 48.298826676], [-1.93705287, 48.2962603581], [-1.9413323005, 48.2941099385], [-1.943832584, 48.2936745189], [-1.9448988963, 48.2923560871], [-1.9480471014, 48.2912840436], [-1.9512728203, 48.2904484628], [-1.9552915421, 48.289872528], [-1.9562842217, 48.2902861586], [-1.9557931229, 48.2875959153], [-1.9560634392, 48.2834376213], [-1.9571342427, 48.2820431324], [-1.9578424718, 48.2786210072], [-1.9593109831, 48.2773495321], [-1.9581013593, 48.2748453974], [-1.9537939417, 48.2747664667], [-1.9508433539, 48.2734910077], [-1.9502760349, 48.2716657724], [-1.9479235944, 48.2717517112], [-1.945572313, 48.2702256471], [-1.9427722915, 48.2697866122], [-1.9420351163, 48.2691836934], [-1.9388046076, 48.2692647197], [-1.9365920566, 48.2687676222], [-1.9355426268, 48.2691828979], [-1.9309474825, 48.2680874617], [-1.9287443861, 48.265136832], [-1.9247721816, 48.2630451578], [-1.916893243, 48.2593500316], [-1.9140592998, 48.2568887937], [-1.9144631413, 48.2559795021], [-1.9128625451, 48.2543927486], [-1.9101800198, 48.2535216856], [-1.9062486205, 48.2517486757], [-1.9063870427, 48.2535098603], [-1.9056709214, 48.2546619757], [-1.9064705838, 48.2568842964], [-1.9063653359, 48.258913426], [-1.9051075532, 48.2601502348], [-1.9025267318, 48.2601266795], [-1.902346099, 48.2626529394], [-1.9008671692, 48.2647940472], [-1.9021663721, 48.2666828356], [-1.9018873316, 48.2674129002], [-1.9050282911, 48.2685608181], [-1.9041659214, 48.2695080275], [-1.9063791058, 48.2700444575], [-1.9054087847, 48.2730939139], [-1.9060326883, 48.2732969817], [-1.9062030517, 48.2777477406], [-1.9065927355, 48.2792190017], [-1.9086133409, 48.2798580574], [-1.9116043147, 48.2826311219], [-1.9147932473, 48.2843528684], [-1.9143232894, 48.2854821409], [-1.9101061574, 48.291300707], [-1.9087075478, 48.2917157947], [-1.908511668, 48.2939172162], [-1.9054860566, 48.2968932909], [-1.9049612629, 48.2984376511], [-1.9067050115, 48.2986645594], [-1.9087024645, 48.3004377435], [-1.9126240586, 48.3018632042], [-1.9136280375, 48.3032674311], [-1.918356412, 48.3049791963], [-1.9237022249, 48.306051162], [-1.9242863161, 48.3049865274], [-1.9265540598, 48.3047162453], [-1.9283435513, 48.3029324413], [-1.9326448207, 48.3007318914], [-1.9350508514, 48.298826676]]], ""type"": ""Polygon""}",Miniac-sous-Bécherel,784,328,297,35180,3.6585365853658534
2014_2016,Bretagne,Ille-et-Vilaine,SAINT-GILLES,Commune de la couronne,35275,Rennes Métropole,104,95,35,,7,,,,,,,6,37,16,,,,40,215000,219978,,,35000,35000,,,53,35,243500139,20,"48.15226996184145, -1.8537670980190621","{""coordinates"": [[[-1.828232577, 48.1398167148], [-1.8265446569, 48.1388860915], [-1.8244048154, 48.1390521589], [-1.8218644308, 48.1385196821], [-1.8204415039, 48.1408136451], [-1.8180302281, 48.1417993469], [-1.8159585522, 48.1436735203], [-1.8133778223, 48.144309949], [-1.8157020061, 48.1472395256], [-1.8139686797, 48.1474356527], [-1.8139122438, 48.1492833248], [-1.8113309775, 48.1490452653], [-1.8092826535, 48.1500429873], [-1.8059577134, 48.1507808195], [-1.807900425, 48.1526154493], [-1.8097311382, 48.1532493261], [-1.809834114, 48.1549408298], [-1.8124944973, 48.1551865201], [-1.8163791832, 48.1563575461], [-1.8154865104, 48.1580915329], [-1.8155869075, 48.1593540288], [-1.8174124425, 48.1603702416], [-1.8218556971, 48.1612487272], [-1.8236935745, 48.1623535924], [-1.8248532469, 48.1642488576], [-1.8253760666, 48.16645866], [-1.8244709269, 48.1680255404], [-1.8261049385, 48.1690052961], [-1.8251514235, 48.1739628642], [-1.8261405433, 48.1744767986], [-1.8299836792, 48.1737911549], [-1.8339961568, 48.1734689542], [-1.8371545689, 48.173401623], [-1.8374270056, 48.1716253091], [-1.840211068, 48.1725026988], [-1.8404234099, 48.1714238983], [-1.8430212729, 48.1718581157], [-1.8443172636, 48.1703552522], [-1.8461920582, 48.1693884151], [-1.850058229, 48.1680800015], [-1.851331841, 48.1667618744], [-1.8582689089, 48.1670342349], [-1.8574221461, 48.1679661368], [-1.8577938825, 48.1706274207], [-1.8589476292, 48.1723549604], [-1.859190433, 48.174551861], [-1.8619201914, 48.176705738], [-1.8656923444, 48.1758956351], [-1.8689741268, 48.1756880393], [-1.873088948, 48.1747517519], [-1.8773631456, 48.1734706488], [-1.8794842804, 48.1711939693], [-1.881533297, 48.1696982494], [-1.8828135292, 48.1681099204], [-1.8826039135, 48.1671701878], [-1.8799001876, 48.1643404336], [-1.8797945137, 48.16284826], [-1.8817874796, 48.1601386588], [-1.8800460127, 48.1575981135], [-1.881527785, 48.1561519874], [-1.8846053279, 48.1559785047], [-1.8841064506, 48.1529032778], [-1.8870122817, 48.14802625], [-1.8868465906, 48.1459604573], [-1.8881515297, 48.1448794652], [-1.8889095322, 48.1423299791], [-1.8879091107, 48.1399345818], [-1.8913122047, 48.137920819], [-1.8916273697, 48.1359729872], [-1.8940682473, 48.1347852346], [-1.8904273326, 48.1327167841], [-1.8891394958, 48.131579276], [-1.8872125574, 48.1309713418], [-1.883351428, 48.1304471793], [-1.8848792073, 48.1291144417], [-1.8786678775, 48.1276823319], [-1.8740314285, 48.1279166367], [-1.8658425106, 48.1320380641], [-1.8649315413, 48.133873364], [-1.8615788008, 48.1334870681], [-1.8600617384, 48.1341536927], [-1.8538899023, 48.1347308832], [-1.8513694621, 48.13386014], [-1.8477881531, 48.1353391193], [-1.8479228633, 48.1361900294], [-1.8456359644, 48.137892432], [-1.8424097339, 48.137916889], [-1.8360399519, 48.1386328752], [-1.8336699852, 48.1396686051], [-1.834567159, 48.1408758906], [-1.8315401412, 48.1418718153], [-1.8305739732, 48.140498755], [-1.828232577, 48.1398167148]]], ""type"": ""Polygon""}",Saint-Gilles,5093,2198,2091,35275,4.321750294170699
2014_2016,Bretagne,Ille-et-Vilaine,RENNES,Commune-centre,35238,Rennes Métropole,4861,3723,423,938,1104,,135,6,7,9,10,276,467,3375,213,378,45,106,310000,347540,416000,423666,97000,105600,140650,144273,53,35,243500139,11,"48.11167922534497, -1.6818908278248417","{""coordinates"": [[[-1.7432633819, 48.0995799524], [-1.7463453681, 48.0964952847], [-1.7471490655, 48.0947013819], [-1.7508243248, 48.0923390735], [-1.7517534415, 48.0913586166], [-1.7525184228, 48.0880300817], [-1.7514921457, 48.0859989823], [-1.750075385, 48.0854602777], [-1.7516085381, 48.0817870122], [-1.7481077445, 48.0810962128], [-1.7438801375, 48.080925021], [-1.7415691766, 48.0799688105], [-1.7359054358, 48.0824604762], [-1.7281218767, 48.0849189198], [-1.7289543788, 48.0859077518], [-1.72718183, 48.0869236967], [-1.7256513078, 48.086419025], [-1.7244018403, 48.088094536], [-1.7197002578, 48.0911173537], [-1.7151283774, 48.0926590666], [-1.7109188232, 48.0947206575], [-1.7060255506, 48.0956212951], [-1.7011699929, 48.0962669085], [-1.6984471689, 48.0969570349], [-1.6944510257, 48.0973418004], [-1.6893175954, 48.0964970887], [-1.6927620973, 48.0903111306], [-1.6929566815, 48.086805744], [-1.6957821975, 48.0864740099], [-1.6980221022, 48.0867136655], [-1.7024691554, 48.0846015638], [-1.7037447465, 48.0826989952], [-1.70276146, 48.0814005171], [-1.6995161813, 48.0806241713], [-1.6955030305, 48.0805310314], [-1.6940233288, 48.0814257034], [-1.6909821737, 48.0813711645], [-1.6898751108, 48.0804930946], [-1.6853816415, 48.0802772212], [-1.6820667449, 48.0811708582], [-1.6796002344, 48.0810877576], [-1.6788079539, 48.0772745837], [-1.6744421259, 48.0778591228], [-1.6714042662, 48.0768799775], [-1.6660631441, 48.0771594625], [-1.6611547451, 48.0781057561], [-1.6630293798, 48.0822925851], [-1.6596365088, 48.0829020036], [-1.6581752876, 48.0824261927], [-1.6581832639, 48.0813414551], [-1.6535078992, 48.0819149086], [-1.6510147238, 48.0799230417], [-1.6496535765, 48.0798794665], [-1.6454254687, 48.0799391491], [-1.6436219943, 48.0815823955], [-1.6409238397, 48.081540978], [-1.6401792709, 48.0827439807], [-1.6381552354, 48.0827967109], [-1.6379193946, 48.0843861873], [-1.6353831762, 48.0841985378], [-1.6354927085, 48.0863828579], [-1.6330927904, 48.0872597641], [-1.6309390415, 48.0870317214], [-1.6283672804, 48.0884822722], [-1.6268826402, 48.0911637238], [-1.6259263345, 48.0950403798], [-1.6261079055, 48.0972524958], [-1.6245340001, 48.0999328882], [-1.630082803, 48.1015356583], [-1.6328036636, 48.1028222077], [-1.6349590387, 48.1063898706], [-1.6340461928, 48.1066006672], [-1.6339485795, 48.109783744], [-1.6333825969, 48.1106965936], [-1.6346925994, 48.1116825574], [-1.6361804162, 48.1140496612], [-1.6339038615, 48.1140761539], [-1.631716267, 48.1186935042], [-1.6312890799, 48.1203769727], [-1.6286588699, 48.122284933], [-1.6279532314, 48.1252628939], [-1.6303525144, 48.1293943097], [-1.6325247229, 48.1313938215], [-1.63308373, 48.1326698343], [-1.6347848241, 48.1321684629], [-1.6366822999, 48.1355902812], [-1.6339584791, 48.1387702452], [-1.6317753083, 48.1407327494], [-1.6293176313, 48.1455254877], [-1.6251939721, 48.1456684661], [-1.6243591167, 48.1486685354], [-1.6247324047, 48.1549886945], [-1.629862301, 48.1548062429], [-1.6313227645, 48.1520763068], [-1.6328318579, 48.1501015839], [-1.6352543736, 48.1492347599], [-1.6386227889, 48.1496908373], [-1.639619115, 48.1512488623], [-1.6391659604, 48.1492809648], [-1.6412783417, 48.1483658258], [-1.6405268737, 48.147310155], [-1.6426311774, 48.1450486391], [-1.6469841702, 48.1453998794], [-1.6471740104, 48.1440069631], [-1.649786675, 48.1410996849], [-1.6529951184, 48.1411506162], [-1.6535415107, 48.1423224838], [-1.6598707999, 48.1431234027], [-1.6627264847, 48.1430365881], [-1.6635707638, 48.1417844887], [-1.6663732966, 48.1418132627], [-1.6664486181, 48.1402733905], [-1.6676727311, 48.1399220373], [-1.6695507186, 48.1373255018], [-1.6710759978, 48.1377914679], [-1.6734489443, 48.1364534322], [-1.6748175343, 48.1376286645], [-1.6773271455, 48.1357974606], [-1.6797953951, 48.1346105456], [-1.6824109695, 48.1350555923], [-1.6845580837, 48.1346673694], [-1.6890386155, 48.134594609], [-1.6922064848, 48.132707113], [-1.6949463278, 48.1345946224], [-1.6974628308, 48.1369362816], [-1.6987631923, 48.1389423869], [-1.7015613098, 48.1421128652], [-1.7024632259, 48.1437706544], [-1.7060146434, 48.1441598248], [-1.7087602939, 48.143865355], [-1.7116350098, 48.142768795], [-1.7137746289, 48.1433809359], [-1.716377391, 48.1426638197], [-1.719350704, 48.1425970635], [-1.7251031512, 48.1442063834], [-1.7273063252, 48.1422168834], [-1.7283626914, 48.1400714331], [-1.7277905411, 48.137833568], [-1.7278683259, 48.1353938387], [-1.7298990236, 48.1362642646], [-1.7333715051, 48.1367369005], [-1.7378856744, 48.135040125], [-1.7398665481, 48.1313338945], [-1.7355471362, 48.1285769629], [-1.7306546852, 48.1267227188], [-1.7283788832, 48.1253816786], [-1.7300951275, 48.1233773542], [-1.7255006647, 48.1223177509], [-1.7239509671, 48.1216551422], [-1.7247305367, 48.1188717376], [-1.7258757099, 48.1170156723], [-1.728157211, 48.1168312564], [-1.731204042, 48.1150466118], [-1.7301755298, 48.113979127], [-1.7285091722, 48.1107935704], [-1.7365836443, 48.109930913], [-1.7360409108, 48.1078712509], [-1.7366314176, 48.1071164087], [-1.7361192932, 48.1054728938], [-1.7345740219, 48.1051410931], [-1.7341163066, 48.1038334342], [-1.7367953765, 48.1021904849], [-1.7409635664, 48.1009463668], [-1.7432633819, 48.0995799524]]], ""type"": ""Polygon""}",Rennes,217728,127633,114609,35238,2.916935516861367
2014_2016,Bretagne,Ille-et-Vilaine,GÉVEZÉ,Commune de la couronne,35120,Rennes Métropole,107,103,43,,,,,,,,,,46,10,,,,45,205190,206499,160700,161325,73000,73000,,,53,35,243500139,20,"48.213282909817885, -1.798975709759897","{""coordinates"": [[[-1.826299423, 48.2171200972], [-1.8268067146, 48.2161492047], [-1.8265976524, 48.2129972163], [-1.8276467018, 48.2075599079], [-1.8293669547, 48.204447034], [-1.8296321403, 48.2028225382], [-1.8248400054, 48.2028870077], [-1.8206965896, 48.2026426161], [-1.8200551005, 48.2017177773], [-1.8201320581, 48.1973677404], [-1.8177419041, 48.1929463039], [-1.8137192428, 48.1877386695], [-1.8147011408, 48.1873893832], [-1.813252234, 48.1844682494], [-1.815117, 48.1832769989], [-1.818371225, 48.1825554148], [-1.8206066188, 48.1810261934], [-1.8207176683, 48.1785984659], [-1.8227112089, 48.1777434738], [-1.8228155288, 48.1742261108], [-1.8251514235, 48.1739628642], [-1.8261049385, 48.1690052961], [-1.8244709269, 48.1680255404], [-1.8222321891, 48.1679629787], [-1.8201495193, 48.1684727506], [-1.81911842, 48.1700348133], [-1.8132228199, 48.1695229103], [-1.8120642806, 48.1710495369], [-1.8093388468, 48.1707199184], [-1.80889396, 48.172270582], [-1.8088658994, 48.1807888843], [-1.8099407541, 48.1826868241], [-1.8111917817, 48.1833380405], [-1.8115450263, 48.1849345634], [-1.807580793, 48.1858850203], [-1.8072589589, 48.1843656388], [-1.80529414, 48.1842095292], [-1.8005358285, 48.1850262305], [-1.7956901189, 48.1845274473], [-1.7875057571, 48.1827541695], [-1.7811790354, 48.1822256743], [-1.7768046677, 48.1854074776], [-1.7763893764, 48.1871776154], [-1.7775056092, 48.1880410647], [-1.7795434663, 48.1883335021], [-1.7777812462, 48.1911876702], [-1.7780562162, 48.1920500334], [-1.781797813, 48.1952653145], [-1.7812539057, 48.1961365245], [-1.7774686159, 48.1963827398], [-1.7770378196, 48.1983842609], [-1.7727008808, 48.2011478329], [-1.7699295795, 48.201368088], [-1.7669045044, 48.2025549513], [-1.7591974251, 48.2034583443], [-1.758291495, 48.2042827312], [-1.7522800084, 48.2036849024], [-1.7478431072, 48.2058809111], [-1.7574762975, 48.2094302794], [-1.7613266533, 48.210386425], [-1.7694477241, 48.2133919232], [-1.7650194341, 48.2155954215], [-1.7632599713, 48.2177523415], [-1.7669205018, 48.2189728947], [-1.765230241, 48.2203887799], [-1.7679126221, 48.2213215836], [-1.7726665753, 48.2219506284], [-1.7739161859, 48.2227303004], [-1.7731033892, 48.2267438558], [-1.7754586806, 48.2274562609], [-1.7761438677, 48.22998497], [-1.7742296119, 48.233039796], [-1.7770557526, 48.2345669474], [-1.7784482598, 48.2357725766], [-1.7793706513, 48.2375218499], [-1.7795730007, 48.2392615078], [-1.7763115336, 48.239901898], [-1.7785493981, 48.2417971613], [-1.7825980305, 48.2412645497], [-1.7835361092, 48.2403305352], [-1.7867791775, 48.2393544588], [-1.7899065417, 48.2394223254], [-1.7907641721, 48.2422648735], [-1.7897484678, 48.2454610591], [-1.7932426587, 48.2453291791], [-1.7937335443, 48.2458591188], [-1.7959616527, 48.2451024855], [-1.7983640327, 48.2455781872], [-1.8047100821, 48.2461584521], [-1.8070967969, 48.2466679716], [-1.8147466335, 48.2469503307], [-1.8149928759, 48.2459234678], [-1.8177451573, 48.24578055], [-1.8200811396, 48.2462504157], [-1.8205464998, 48.2444483649], [-1.8233307296, 48.2438298487], [-1.8256854089, 48.2439148227], [-1.8306689657, 48.2447197522], [-1.8312810511, 48.2439329825], [-1.8357494175, 48.2403155113], [-1.8350423141, 48.2382720244], [-1.8352672946, 48.2359595853], [-1.8325606535, 48.2351085626], [-1.8307079691, 48.2355350582], [-1.8298962056, 48.2320967663], [-1.8260586579, 48.2324331143], [-1.8268385442, 48.2303269775], [-1.8238343984, 48.2312764194], [-1.8230685656, 48.2292776402], [-1.8193899834, 48.2273671748], [-1.8203829889, 48.2251405979], [-1.8201593308, 48.2223119498], [-1.8228450625, 48.2221481401], [-1.8241986877, 48.2184554222], [-1.826299423, 48.2171200972]]], ""type"": ""Polygon""}",Gévezé,5411,2328,2181,35120,4.422690921308325
