Informations générales - Numéro SIREN,Informations générales - Libellé EPCI,Informations générales - Numéro département,Informations générales - Exercice,Dotation de compensation - Montant de la CPS après écrêtement des EPCI pour 2019,Dotation de compensation - Montant de la DCTP des EPCI pour 2019,Dotation de compensation - Montant de la dotation de compensation des EPCI pour 2019,Dotation de compensation - Prélèvement sur fiscalité TASCOM des EPCI pour 2019,Dotation des groupements touristiques - Dotation des groupements touristiques,Dotation d'intercommunalité - Population DGF 2019,Dotation d'intercommunalité - Population Insee,Dotation d'intercommunalité - Revenu des EPCI,Dotation d'intercommunalité - Dotation NM1 au périmètre N,Dotation d'intercommunalité - Réalimentation,Dotation d'intercommunalité - Dotation de base,Dotation d'intercommunalité - Dotation de péréquation,Dotation d'intercommunalité - Garantie,Dotation d'intercommunalité - Plafonnement,Dotation d'intercommunalité - Dotation,Potentiel fiscal - Bases brutes FB,Potentiel fiscal - Bases brutes FNB,Potentiel fiscal - Bases brutes de TH,Potentiel fiscal - Base brutes CFE,Potentiel fiscal - Produit CVAE,Potentiel fiscal - Produit des IFER,Potentiel fiscal - Produit TASCOM,Potentiel fiscal - Produit TAFNB,Potentiel fiscal - DRCTP,Potentiel fiscal - FNGIR,Potentiel fiscal - CPS EPCI pour PF (hors baisses DCTP),Potentiel fiscal - ACNE,Potentiel fiscal - Potentiel fiscal,Potentiel fiscal - Potentiel fiscal/habitant,Coefficient d'intégration fiscale - Produit TH EPCI,Coefficient d'intégration fiscale - Produit FB EPCI,Coefficient d'intégration fiscale - Produit FNB EPCI,Coefficient d'intégration fiscale - Produit CFE EPCI,"Coefficient d'intégration fiscale - Compensation ZFU, ZRU, ZFC, TP Corse, DOM",Coefficient d'intégration fiscale - CPS 2018 au périmètre 2019,Coefficient d'intégration fiscale - Reliquat AC,Coefficient d'intégration fiscale - Dépenses de transfert,Coefficient d'intégration fiscale - Redevance assainissement,Coefficient d'intégration fiscale - Redevance assainissement Communes et syndicats,Coefficient d'intégration fiscale - Taxe ou redevance O.M,Coefficient d'intégration fiscale - Taxe ou redevance O.M Communes et syndicats,Coefficient d'intégration fiscale - REOM EPCI,Coefficient d'intégration fiscale - REOM Communes et syndicats,Coefficient d'intégration fiscale - Produit TH Communes et syndicats,Coefficient d'intégration fiscale - Produit FB Communes et syndicats,Coefficient d'intégration fiscale - Produit FNB Communes et syndicats,Coefficient d'intégration fiscale - Produits CFE Communes et syndicats,Coefficient d'intégration fiscale - DRCTP Communes et syndicats,Coefficient d'intégration fiscale - FNGIR Communes et syndicats,Coefficient d'intégration fiscale - Produit CVAE Communes et syndicats,Coefficient d'intégration fiscale - Produit des IFER Communes et syndicats,Coefficient d'intégration fiscale - Produit TASCOM Communes et syndicats,Coefficient d'intégration fiscale - Produit TAFNB Communes et syndicats,Coefficient d'intégration fiscale - CIF
200068450,CC ARGENTAN INTERCOM,61,2019,2212551,0,2212551,0,0,36344,35206,420756559,542048,0,320341,710837,0,435564,595614,30268927,4060765,35165815,11570220,1395527,161065,551295,49627,291249,-518491,2264547,0,11129595,"306,229226",3692527,3332362,771187,2561900,0,2264547,0,1276884,0,0,2749636,0,0,261306,4126475,4384178,592156,0,0,0,0,0,0,0,"0,600961"
