Année,Etablissement,Multi-occupation,Code Site,Code bât/ter,Libellé bât/ter,GA,Paysage_id,Id interne,Ref. parcelle,Etat santé,SUB,SDP,Type bât.,Domaine bat.,Propriétaire bat.,Réglementation générale,Catégorie ERP,Type ERP,Class. Monument histo.,Etat access.,Access. AdAP,Access. date,Access. dérog.,Energie class.,Energie valeur,GES,GES valeur,Audit energie,Audit energie date,Audit energie prog.,Audit energie prog. date,Bilan carbone,Bilan carbone date,Bilan carbone prog.,Bilan carbone prog. date,Site géo.,latlong,Adresse,CP,Ville,Pays,COM_CODE,COM_NOM,UUCR_ID,UUCR_NOM,DEP_ID,DEP_NOM,ACA_ID,ACA_NOM,REG_ID,REG_NOM,date_extract,rnb_shape,UAI,rnb_ids
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A08047,BATIMENT 05 - TP CHIMIE,38-OP-50360,3GxJ8,IB00100208305,KL0028,Satisfaisant,2366,2798,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Oui,C,52.5086813186813,B,15,Oui,2022-01-21,Non,,Oui,2018-03-15,,,INSA Rennes,"48.1214, -1.63549",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.635290883900021, 48.12112276204065], [-1.635289463447646, 48.1211219165432], [-1.635282913108654, 48.121123977085176], [-1.635144803965576, 48.121160960351965], [-1.635477320447915, 48.12172837245809], [-1.635820859635082, 48.12163913625785], [-1.63572269695071, 48.12147173475627], [-1.635703837694931, 48.12144092819338], [-1.635546968350815, 48.12117217670248], [-1.635352273969996, 48.12122400645489], [-1.635290883900021, 48.12112276204065]]]], ""type"": ""MultiPolygon""}",0350097R,8C8JNSGRNNHX
2021,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,abb923,BATIMENT 07 - TP GENIE CIVIL,38-OP-50360,3GxJ8,IB00100208307,KL0028,Satisfaisant,4196,4411,Bât. enseignement ou sport,Privé,Etat,ERP,"4e : 300 personnes et au-dessous, à l'exception des établissements compris dans la 5e catégorie","R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Oui,C,118.246129647283,C,19,Oui,2010-04-14,,,Oui,2018-03-15,,,INSA Rennes,"48.121761, -1.634358",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.634279369670405, 48.12137799359561], [-1.633935829578383, 48.12146722532105], [-1.634253895440856, 48.1220081670443], [-1.634596096883904, 48.12191898720917], [-1.634279369670405, 48.12137799359561]]]], ""type"": ""MultiPolygon""}",0350097R,HR73DPY5FW31
2017,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,7BC3dB,BATIMENT 09 - TECHNOLOGIE,38-OP-50360,3GxJ8,IB00100208224,KL0028,Satisfaisant,4286,4886,Bât. enseignement ou sport,Privé,Etat,ERP,5e : établissements accueillant un nombre de personnes inférieur au seuil dépendant du type d'établissement,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Oui,D,41.3154153056463,C,22,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12182, -1.633596",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633793211900628, 48.12231203066411], [-1.633770014931918, 48.12226246526528], [-1.633734352525966, 48.122178235961854], [-1.633706263742926, 48.122118947676235], [-1.633683303401253, 48.122072077125154], [-1.633658053937646, 48.122029803568225], [-1.633617890654352, 48.121970990219914], [-1.633585539057437, 48.12192448905872], [-1.633562657725172, 48.121878516768646], [-1.633524705011068, 48.12181420809313], [-1.633492511225205, 48.121769503482945], [-1.633451873674642, 48.121720624038254], [-1.633404134014357, 48.12166751697892], [-1.633361682118365, 48.121613300525496], [-1.633326094241804, 48.12157594050288], [-1.63329673983261, 48.12154825059058], [-1.633238976848781, 48.12150365023528], [-1.633153278279604, 48.12144752914063], [-1.633145230423176, 48.12143252203149], [-1.63314049628361, 48.12142459571507], [-1.63323259673145, 48.121400241221515], [-1.63330022378859, 48.12144986194099], [-1.633311587224838, 48.12145662611023], [-1.633363353235648, 48.12149425118585], [-1.633382055292582, 48.12150793782299], [-1.633451653016989, 48.12158001572515], [-1.633465461542274, 48.121599303179515], [-1.633470038114289, 48.12160543290026], [-1.633482977929362, 48.12163016286897], [-1.633522193266121, 48.12169352050275], [-1.633543734587248, 48.12172422186417], [-1.63354673310344, 48.12172770948185], [-1.63365223485157, 48.12184074036799], [-1.633695398293845, 48.1218877176101], [-1.633739500981102, 48.12200676916963], [-1.633777767722302, 48.122089994640376], [-1.633786131146633, 48.122108594861054], [-1.633860850465279, 48.12226970877899], [-1.633869529242304, 48.12229190215222], [-1.633793211900628, 48.12231203066411]]]], ""type"": ""MultiPolygon""}",0350097R,1ZGTEQDJJNGV
2020,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,7BC3dB,BATIMENT 09 - TECHNOLOGIE,38-OP-50360,3GxJ8,IB00100208224,KL0028,Satisfaisant,4286,4886,Bât. enseignement ou sport,Privé,Etat,ERP,"4e : 300 personnes et au-dessous, à l'exception des établissements compris dans la 5e catégorie","R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2019-12-31 00:00:00,Oui,D,51.4975291647224,C,22,Oui,2010-04-14,Oui,2020-01-01,Oui,2018-03-07,,,INSA Rennes,"48.12182, -1.633596",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633793211900628, 48.12231203066411], [-1.633770014931918, 48.12226246526528], [-1.633734352525966, 48.122178235961854], [-1.633706263742926, 48.122118947676235], [-1.633683303401253, 48.122072077125154], [-1.633658053937646, 48.122029803568225], [-1.633617890654352, 48.121970990219914], [-1.633585539057437, 48.12192448905872], [-1.633562657725172, 48.121878516768646], [-1.633524705011068, 48.12181420809313], [-1.633492511225205, 48.121769503482945], [-1.633451873674642, 48.121720624038254], [-1.633404134014357, 48.12166751697892], [-1.633361682118365, 48.121613300525496], [-1.633326094241804, 48.12157594050288], [-1.63329673983261, 48.12154825059058], [-1.633238976848781, 48.12150365023528], [-1.633153278279604, 48.12144752914063], [-1.633145230423176, 48.12143252203149], [-1.63314049628361, 48.12142459571507], [-1.63323259673145, 48.121400241221515], [-1.63330022378859, 48.12144986194099], [-1.633311587224838, 48.12145662611023], [-1.633363353235648, 48.12149425118585], [-1.633382055292582, 48.12150793782299], [-1.633451653016989, 48.12158001572515], [-1.633465461542274, 48.121599303179515], [-1.633470038114289, 48.12160543290026], [-1.633482977929362, 48.12163016286897], [-1.633522193266121, 48.12169352050275], [-1.633543734587248, 48.12172422186417], [-1.63354673310344, 48.12172770948185], [-1.63365223485157, 48.12184074036799], [-1.633695398293845, 48.1218877176101], [-1.633739500981102, 48.12200676916963], [-1.633777767722302, 48.122089994640376], [-1.633786131146633, 48.122108594861054], [-1.633860850465279, 48.12226970877899], [-1.633869529242304, 48.12229190215222], [-1.633793211900628, 48.12231203066411]]]], ""type"": ""MultiPolygon""}",0350097R,1ZGTEQDJJNGV
2023,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,3636A9,BATIMENT 10 - RECHERCHE PHYSIQUE,38-OP-50360,3GxJ8,IB00100208225,KL0028,Satisfaisant,2958,3121,Bât. enseignement ou sport,Privé,Etat,ERP,5e : établissements accueillant un nombre de personnes inférieur au seuil dépendant du type d'établissement,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2019-01-01 00:00:00,Non,C,98.0025050709939,B,15,Oui,2022-01-21,Non,,Oui,2018-03-15,,,INSA Rennes,"48.120676, -1.632823",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632827494582909, 48.120895170276725], [-1.632922490980589, 48.121057290034514], [-1.633039608559964, 48.12102654338845], [-1.633114661536548, 48.12100736640609], [-1.632844111044217, 48.12054748117462], [-1.632831167924513, 48.12055339857192], [-1.632803150108795, 48.12057162693403], [-1.632763446067348, 48.12064079280175], [-1.632759182915382, 48.120653579943124], [-1.632758314133184, 48.12065902245816], [-1.632755233014755, 48.12068528397735], [-1.632758069904213, 48.120717622484435], [-1.632763511193042, 48.12074895717146], [-1.63277542407979, 48.12077733316297], [-1.632782287737286, 48.120794189651455], [-1.632825916568146, 48.12089252816609], [-1.632827494582909, 48.120895170276725]]]], ""type"": ""MultiPolygon""}",0350097R,52HWRBJ54GK4
2024,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,3636A9,BATIMENT 10 - RECHERCHE PHYSIQUE,38-OP-50360,3GxJ8,IB00100208225,KL0028,Satisfaisant,2958,3121,Bât. enseignement ou sport,Privé,Etat,ERP,5e : établissements accueillant un nombre de personnes inférieur au seuil dépendant du type d'établissement,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2019-01-01 00:00:00,Non,C,103.870229885057,B,15,Oui,2022-01-21,Non,,Oui,2018-03-15,,,INSA Rennes,"48.120676, -1.632823",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632827494582909, 48.120895170276725], [-1.632922490980589, 48.121057290034514], [-1.633039608559964, 48.12102654338845], [-1.633114661536548, 48.12100736640609], [-1.632844111044217, 48.12054748117462], [-1.632831167924513, 48.12055339857192], [-1.632803150108795, 48.12057162693403], [-1.632763446067348, 48.12064079280175], [-1.632759182915382, 48.120653579943124], [-1.632758314133184, 48.12065902245816], [-1.632755233014755, 48.12068528397735], [-1.632758069904213, 48.120717622484435], [-1.632763511193042, 48.12074895717146], [-1.63277542407979, 48.12077733316297], [-1.632782287737286, 48.120794189651455], [-1.632825916568146, 48.12089252816609], [-1.632827494582909, 48.120895170276725]]]], ""type"": ""MultiPolygon""}",0350097R,52HWRBJ54GK4
2024,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,4Df81F,BATIMENT 11 - RECHERCHE CHIMIE,38-OP-50360,3GxJ8,IB00100208226,KL0028,Satisfaisant,2081,2541,Bât. enseignement ou sport,Privé,Etat,ERP,5e : établissements accueillant un nombre de personnes inférieur au seuil dépendant du type d'établissement,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Réglementaire et fonctionnel,Oui,2019-01-01 00:00:00,Non,C,75.9234358481499,B,15,Oui,2022-01-21,Non,,Oui,2018-03-15,,,INSA Rennes,"48.120678, -1.633683",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633438288118257, 48.120445689709115], [-1.633518785302016, 48.120427199667844], [-1.633562269624324, 48.120416475257215], [-1.633633375593822, 48.12039835454687], [-1.633991435556329, 48.12101163788842], [-1.633802106666647, 48.12106325397627], [-1.633438288118257, 48.120445689709115]]]], ""type"": ""MultiPolygon""}",0350097R,31G5W9G1NDCZ
2022,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,94AC1F,BATIMENT 12 - RESTAURANT,38-OP-50360,3GxJ8,IB00100208227,KL0069,Peu satisfaisant,2833,3383,Bâtiment sanitaire ou social,Privé,Etat,ERP,2e : de 701 à 1500 personnes,N : Restaurants et débits de boisson,Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,C,234.588725732439,C,18,Oui,2022-01-21,Non,,Oui,2014-04-28,,,INSA Rennes,"48.12205, -1.63758",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.637952354058786, 48.122195222995536], [-1.637692330061745, 48.121748453809786], [-1.637356764174586, 48.12183648027151], [-1.637150152265336, 48.12189058488813], [-1.637232379789278, 48.12202976808298], [-1.637249977398559, 48.122061525492065], [-1.637417432743162, 48.12234337915823], [-1.637955431785558, 48.122199608787525], [-1.637952354058786, 48.122195222995536]]]], ""type"": ""MultiPolygon""}",0350097R,12KQ1ME5FHDN
2024,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,94AC1F,BATIMENT 12 - RESTAURANT,38-OP-50360,3GxJ8,IB00100208227,KL0069,Peu satisfaisant,2833,3383,Bâtiment sanitaire ou social,Privé,Etat,ERP,2e : de 701 à 1500 personnes,N : Restaurants et débits de boisson,Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,C,105.744316978468,C,18,Oui,2022-01-21,Non,,Oui,2014-04-28,,,INSA Rennes,"48.12205, -1.63758",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.637952354058786, 48.122195222995536], [-1.637692330061745, 48.121748453809786], [-1.637356764174586, 48.12183648027151], [-1.637150152265336, 48.12189058488813], [-1.637232379789278, 48.12202976808298], [-1.637249977398559, 48.122061525492065], [-1.637417432743162, 48.12234337915823], [-1.637955431785558, 48.122199608787525], [-1.637952354058786, 48.122195222995536]]]], ""type"": ""MultiPolygon""}",0350097R,12KQ1ME5FHDN
2026,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,3d9C2C,BATIMENT 16 - RESIDENCE GLENAN,38-OP-50360,3GxJ8,IB00100208331,KL0131,Satisfaisant,3907,4522,Bâtiment sanitaire ou social,Privé,Tiers,ERP,"4e : 300 personnes et au-dessous, à l'exception des établissements compris dans la 5e catégorie","L : Salles d'auditions, de conférences, de réunion, de spectacles ou à usage multiple",Sans objet,Réglementaire et fonctionnel,Non,2016-09-01 00:00:00,Non,C,,B,15,Oui,2021-10-05,Non,,Oui,2018-03-07,,,INSA Rennes,"48.1228, -1.63407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63411280726316, 48.122594213288004], [-1.634096083172209, 48.12252636549123], [-1.634086691670888, 48.12252673494271], [-1.63406396256598, 48.12252853046882], [-1.634054649891314, 48.122529798207665], [-1.634023013363579, 48.122430086963874], [-1.634013700705271, 48.12243135469955], [-1.633959087561491, 48.1224380100309], [-1.633939120597553, 48.122440598268476], [-1.63388719071731, 48.12244714801234], [-1.633894046814956, 48.12254062295177], [-1.634028945467734, 48.12306533404957], [-1.63408679436405, 48.123064861158184], [-1.63409058127888, 48.12307733165439], [-1.634114731104876, 48.1230763816343], [-1.63411228584108, 48.12306385835987], [-1.634159718350842, 48.12305207712125], [-1.63416137532658, 48.12305561749973], [-1.634168004778583, 48.12305445531223], [-1.634142842612466, 48.12292113796362], [-1.634153418177392, 48.12291891914909], [-1.634135588767726, 48.122853819021046], [-1.634130144891248, 48.122837808145], [-1.634119175197452, 48.12283553550921], [-1.634110182475452, 48.12279442529985], [-1.634130149564643, 48.122791837033915], [-1.634083606389613, 48.122598967582235], [-1.63411280726316, 48.122594213288004]]]], ""type"": ""MultiPolygon""}",0350097R,88Y38H877HG1
2024,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A0D19a,BATIMENT 18 - INFORMATIQUE,38-OP-50360,3GxJ8,IB00100208257,KL0028,Très satisfaisant,1670,1756,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12028, -1.63425",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.634279486284771, 48.12019806681118], [-1.634283353380726, 48.1201961118858], [-1.634479544268317, 48.1201460276613], [-1.634574386720096, 48.120306349587715], [-1.634298092692912, 48.12037941604856], [-1.634261875884557, 48.12031954621987], [-1.634236705622297, 48.12027817102838], [-1.63409433672212, 48.12031261655402], [-1.634118322951683, 48.120355841136444], [-1.634152014095035, 48.12041761314909], [-1.634053365479772, 48.12044402885129], [-1.633972884490435, 48.12030928197135], [-1.633957025130139, 48.12028196271532], [-1.634279486284771, 48.12019806681118]]]], ""type"": ""MultiPolygon""}",0350097R,YZCQR61TT36M
2019,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2BcAa1,BATIMENT 19 - BIBLIOTHEQUE,38-OP-50360,3GxJ8,IB00100208348,KL0028,Satisfaisant,425,437,Bâtiment culturel,Privé,Etat,ERP,3e : de 301 à 700 personnes,"S : Bibliothèques, centres de documentation",Sans objet,Réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,157.435482352941,C,22,Oui,2010-04-14,Oui,2020-01-01,Oui,2018-03-15,,,INSA Rennes,"48.12065, -1.63404",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633929636805115, 48.12032270140807], [-1.634016193478812, 48.12046532182496], [-1.634022822609212, 48.120464159643596], [-1.63417360627583, 48.120725039790265], [-1.634092082570756, 48.12074717621746], [-1.63406706515924, 48.120753568758715], [-1.634079610919694, 48.12077380722133], [-1.634049384748112, 48.12078220745531], [-1.634046465076899, 48.12077961813915], [-1.633963599635031, 48.12080180725506], [-1.633928960981421, 48.120744579436746], [-1.634014588366702, 48.120723183079434], [-1.634003147769012, 48.120700196958275], [-1.633916178818911, 48.12072164608448], [-1.633881146161472, 48.12065992679349], [-1.633966694606053, 48.1206376321786], [-1.63395391245303, 48.12061469882878], [-1.633865680849522, 48.120637098987345], [-1.633830805948149, 48.12057717626031], [-1.633917695873249, 48.12055482890383], [-1.633904834939759, 48.120530997256225], [-1.633816682275414, 48.12055429567058], [-1.63379451071363, 48.120516408004775], [-1.633884004916226, 48.12049305682991], [-1.633804629412864, 48.12035556218909], [-1.633907381571225, 48.12032988665449], [-1.633929636805115, 48.12032270140807]]]], ""type"": ""MultiPolygon""}",0350097R,CQJQ7Q7ZNAHA
2020,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2BcAa1,BATIMENT 19 - BIBLIOTHEQUE,38-OP-50360,3GxJ8,IB00100208348,KL0028,Satisfaisant,425,437,Bâtiment culturel,Privé,Etat,ERP,3e : de 301 à 700 personnes,"S : Bibliothèques, centres de documentation",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,199.972282352941,C,22,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12065, -1.63404",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633929636805115, 48.12032270140807], [-1.634016193478812, 48.12046532182496], [-1.634022822609212, 48.120464159643596], [-1.63417360627583, 48.120725039790265], [-1.634092082570756, 48.12074717621746], [-1.63406706515924, 48.120753568758715], [-1.634079610919694, 48.12077380722133], [-1.634049384748112, 48.12078220745531], [-1.634046465076899, 48.12077961813915], [-1.633963599635031, 48.12080180725506], [-1.633928960981421, 48.120744579436746], [-1.634014588366702, 48.120723183079434], [-1.634003147769012, 48.120700196958275], [-1.633916178818911, 48.12072164608448], [-1.633881146161472, 48.12065992679349], [-1.633966694606053, 48.1206376321786], [-1.63395391245303, 48.12061469882878], [-1.633865680849522, 48.120637098987345], [-1.633830805948149, 48.12057717626031], [-1.633917695873249, 48.12055482890383], [-1.633904834939759, 48.120530997256225], [-1.633816682275414, 48.12055429567058], [-1.63379451071363, 48.120516408004775], [-1.633884004916226, 48.12049305682991], [-1.633804629412864, 48.12035556218909], [-1.633907381571225, 48.12032988665449], [-1.633929636805115, 48.12032270140807]]]], ""type"": ""MultiPolygon""}",0350097R,CQJQ7Q7ZNAHA
2021,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2BcAa1,BATIMENT 19 - BIBLIOTHEQUE,38-OP-50360,3GxJ8,IB00100208348,KL0028,Satisfaisant,425,437,Bâtiment culturel,Privé,Etat,ERP,3e : de 301 à 700 personnes,"S : Bibliothèques, centres de documentation",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,156.615647058824,C,22,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12065, -1.63404",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633929636805115, 48.12032270140807], [-1.634016193478812, 48.12046532182496], [-1.634022822609212, 48.120464159643596], [-1.63417360627583, 48.120725039790265], [-1.634092082570756, 48.12074717621746], [-1.63406706515924, 48.120753568758715], [-1.634079610919694, 48.12077380722133], [-1.634049384748112, 48.12078220745531], [-1.634046465076899, 48.12077961813915], [-1.633963599635031, 48.12080180725506], [-1.633928960981421, 48.120744579436746], [-1.634014588366702, 48.120723183079434], [-1.634003147769012, 48.120700196958275], [-1.633916178818911, 48.12072164608448], [-1.633881146161472, 48.12065992679349], [-1.633966694606053, 48.1206376321786], [-1.63395391245303, 48.12061469882878], [-1.633865680849522, 48.120637098987345], [-1.633830805948149, 48.12057717626031], [-1.633917695873249, 48.12055482890383], [-1.633904834939759, 48.120530997256225], [-1.633816682275414, 48.12055429567058], [-1.63379451071363, 48.120516408004775], [-1.633884004916226, 48.12049305682991], [-1.633804629412864, 48.12035556218909], [-1.633907381571225, 48.12032988665449], [-1.633929636805115, 48.12032270140807]]]], ""type"": ""MultiPolygon""}",0350097R,CQJQ7Q7ZNAHA
2020,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2a6631,BATIMENT 20 - HANGAR ESPACES VERTS,38-OP-50360,3GxJ8,IB00100208349,KL0025,Très satisfaisant,242,242,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,D,10.672520661157,B,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12099, -1.63252",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632642333466276, 48.121055688852344], [-1.632486860545647, 48.12109425320909], [-1.632402044615293, 48.12094074670706], [-1.63255751714638, 48.120902182458195], [-1.632642333466276, 48.121055688852344]]]], ""type"": ""MultiPolygon""}",0350097R,9DDNDPX4BJMH
2022,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2a6631,BATIMENT 20 - HANGAR ESPACES VERTS,38-OP-50360,3GxJ8,IB00100208349,KL0025,Très satisfaisant,242,242,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,D,10.0661157024793,B,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12099, -1.63252",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632642333466276, 48.121055688852344], [-1.632486860545647, 48.12109425320909], [-1.632402044615293, 48.12094074670706], [-1.63255751714638, 48.120902182458195], [-1.632642333466276, 48.121055688852344]]]], ""type"": ""MultiPolygon""}",0350097R,9DDNDPX4BJMH
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,a6F6AC,BATIMENT 21 - LOCAL PRODUITS,38-OP-50360,3GxJ8,IB00100208350,KL0025,Peu satisfaisant,96,101,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,,,,Non,,Non,,Non,,Non,,INSA Rennes,"48.12131, -1.63268",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632756805723889, 48.12134774443113], [-1.63276383096422, 48.12133575005982], [-1.632719015909927, 48.12125458461747], [-1.632702443749742, 48.12124982802558], [-1.632608922906139, 48.12127333657793], [-1.632601818838233, 48.12128443264887], [-1.632646633737909, 48.12136559813413], [-1.63266320592936, 48.12137035473351], [-1.632756805723889, 48.12134774443113]]]], ""type"": ""MultiPolygon""}",0350097R,18F2VNXAD5HW
2026,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,a6F6AC,BATIMENT 21 - LOCAL PRODUITS,38-OP-50360,3GxJ8,IB00100208350,KL0025,Peu satisfaisant,96,101,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,,,,Non,,Non,,Non,,Non,,INSA Rennes,"48.12131, -1.63268",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632756805723889, 48.12134774443113], [-1.63276383096422, 48.12133575005982], [-1.632719015909927, 48.12125458461747], [-1.632702443749742, 48.12124982802558], [-1.632608922906139, 48.12127333657793], [-1.632601818838233, 48.12128443264887], [-1.632646633737909, 48.12136559813413], [-1.63266320592936, 48.12137035473351], [-1.632756805723889, 48.12134774443113]]]], ""type"": ""MultiPolygon""}",0350097R,18F2VNXAD5HW
2018,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,fBBa57,BATIMENT 22 - SERRE,38-OP-50360,3GxJ8,IB00100208351,KL0025,Peu satisfaisant,150,1,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,C,,A,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.120828, -1.632407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63253842354097, 48.1208686805017], [-1.632381688287232, 48.12090819577766], [-1.632322278317501, 48.120798759649496], [-1.632477671691409, 48.120759297210114], [-1.63253842354097, 48.1208686805017]]]], ""type"": ""MultiPolygon""}",0350097R,HBBF2GF7B3A2
