Année,Etablissement,Multi-occupation,Code Site,Code bât/ter,Libellé bât/ter,GA,Paysage_id,Id interne,Ref. parcelle,Etat santé,SUB,SDP,Type bât.,Domaine bat.,Propriétaire bat.,Réglementation générale,Catégorie ERP,Type ERP,Class. Monument histo.,Etat access.,Access. AdAP,Access. date,Access. dérog.,Energie class.,Energie valeur,GES,GES valeur,Audit energie,Audit energie date,Audit energie prog.,Audit energie prog. date,Bilan carbone,Bilan carbone date,Bilan carbone prog.,Bilan carbone prog. date,Site géo.,latlong,Adresse,CP,Ville,Pays,COM_CODE,COM_NOM,UUCR_ID,UUCR_NOM,DEP_ID,DEP_NOM,ACA_ID,ACA_NOM,REG_ID,REG_NOM,date_extract,rnb_shape,UAI,rnb_ids
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,3d9C2C,BATIMENT 16 - RESIDENCE GLENAN,38-OP-50360,3GxJ8,IB00100208331,KL0131,Satisfaisant,3907,4522,Bâtiment sanitaire ou social,Privé,Tiers,ERP,"4e : 300 personnes et au-dessous, à l'exception des établissements compris dans la 5e catégorie","L : Salles d'auditions, de conférences, de réunion, de spectacles ou à usage multiple",Sans objet,Réglementaire et fonctionnel,Non,2016-09-01 00:00:00,Non,C,,B,15,Oui,2021-10-05,Non,,Oui,2018-03-07,,,INSA Rennes,"48.1228, -1.63407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63411280726316, 48.122594213288004], [-1.634096083172209, 48.12252636549123], [-1.634086691670888, 48.12252673494271], [-1.63406396256598, 48.12252853046882], [-1.634054649891314, 48.122529798207665], [-1.634023013363579, 48.122430086963874], [-1.634013700705271, 48.12243135469955], [-1.633959087561491, 48.1224380100309], [-1.633939120597553, 48.122440598268476], [-1.63388719071731, 48.12244714801234], [-1.633894046814956, 48.12254062295177], [-1.634028945467734, 48.12306533404957], [-1.63408679436405, 48.123064861158184], [-1.63409058127888, 48.12307733165439], [-1.634114731104876, 48.1230763816343], [-1.63411228584108, 48.12306385835987], [-1.634159718350842, 48.12305207712125], [-1.63416137532658, 48.12305561749973], [-1.634168004778583, 48.12305445531223], [-1.634142842612466, 48.12292113796362], [-1.634153418177392, 48.12291891914909], [-1.634135588767726, 48.122853819021046], [-1.634130144891248, 48.122837808145], [-1.634119175197452, 48.12283553550921], [-1.634110182475452, 48.12279442529985], [-1.634130149564643, 48.122791837033915], [-1.634083606389613, 48.122598967582235], [-1.63411280726316, 48.122594213288004]]]], ""type"": ""MultiPolygon""}",0350097R,88Y38H877HG1
2019,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,9d5CDD,BATIMENT 17 - HALL FRANCIS QUERNE,38-OP-50360,3GxJ8,IB00100208256,KL0175,Très satisfaisant,2466,2499,Bât. enseignement ou sport,Privé,Etat,ERP,2e : de 701 à 1500 personnes,"L : Salles d'auditions, de conférences, de réunion, de spectacles ou à usage multiple",Sans objet,Réglementaire et fonctionnel,Oui,2016-01-01 00:00:00,Non,D,134.709245742092,C,19,Oui,2010-04-14,Oui,2020-01-01,Oui,2018-03-15,,,INSA Rennes,"48.12232, -1.63658",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.636205792748289, 48.12214409042427], [-1.636219917879669, 48.12216697070354], [-1.636167198957145, 48.122179862276184], [-1.636419479587058, 48.12259989726891], [-1.636990551650456, 48.122449421457944], [-1.636722484768128, 48.122002967080284], [-1.636568432535723, 48.12204238227306], [-1.636571746746727, 48.12204946296713], [-1.636584372643042, 48.1220705994342], [-1.636382967818235, 48.122122694892646], [-1.636370341989999, 48.122101558404715], [-1.636205792748289, 48.12214409042427]]]], ""type"": ""MultiPolygon""}",0350097R,KTYFAXSVW95R
2020,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,9d5CDD,BATIMENT 17 - HALL FRANCIS QUERNE,38-OP-50360,3GxJ8,IB00100208256,KL0175,Très satisfaisant,2466,2499,Bât. enseignement ou sport,Privé,Etat,ERP,2e : de 701 à 1500 personnes,"L : Salles d'auditions, de conférences, de réunion, de spectacles ou à usage multiple",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,112.679610705596,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12232, -1.63658",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.636205792748289, 48.12214409042427], [-1.636219917879669, 48.12216697070354], [-1.636167198957145, 48.122179862276184], [-1.636419479587058, 48.12259989726891], [-1.636990551650456, 48.122449421457944], [-1.636722484768128, 48.122002967080284], [-1.636568432535723, 48.12204238227306], [-1.636571746746727, 48.12204946296713], [-1.636584372643042, 48.1220705994342], [-1.636382967818235, 48.122122694892646], [-1.636370341989999, 48.122101558404715], [-1.636205792748289, 48.12214409042427]]]], ""type"": ""MultiPolygon""}",0350097R,KTYFAXSVW95R
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,9d5CDD,BATIMENT 17 - HALL FRANCIS QUERNE,38-OP-50360,3GxJ8,IB00100208256,KL0175,Très satisfaisant,2466,2499,Bât. enseignement ou sport,Privé,Etat,ERP,2e : de 701 à 1500 personnes,"L : Salles d'auditions, de conférences, de réunion, de spectacles ou à usage multiple",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12232, -1.63658",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.636205792748289, 48.12214409042427], [-1.636219917879669, 48.12216697070354], [-1.636167198957145, 48.122179862276184], [-1.636419479587058, 48.12259989726891], [-1.636990551650456, 48.122449421457944], [-1.636722484768128, 48.122002967080284], [-1.636568432535723, 48.12204238227306], [-1.636571746746727, 48.12204946296713], [-1.636584372643042, 48.1220705994342], [-1.636382967818235, 48.122122694892646], [-1.636370341989999, 48.122101558404715], [-1.636205792748289, 48.12214409042427]]]], ""type"": ""MultiPolygon""}",0350097R,KTYFAXSVW95R
2017,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A0D19a,BATIMENT 18 - INFORMATIQUE,38-OP-50360,3GxJ8,IB00100208257,KL0028,Très satisfaisant,1670,1756,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,0.0016706586826347,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12028, -1.63425",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.634279486284771, 48.12019806681118], [-1.634283353380726, 48.1201961118858], [-1.634479544268317, 48.1201460276613], [-1.634574386720096, 48.120306349587715], [-1.634298092692912, 48.12037941604856], [-1.634261875884557, 48.12031954621987], [-1.634236705622297, 48.12027817102838], [-1.63409433672212, 48.12031261655402], [-1.634118322951683, 48.120355841136444], [-1.634152014095035, 48.12041761314909], [-1.634053365479772, 48.12044402885129], [-1.633972884490435, 48.12030928197135], [-1.633957025130139, 48.12028196271532], [-1.634279486284771, 48.12019806681118]]]], ""type"": ""MultiPolygon""}",0350097R,YZCQR61TT36M
2018,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A0D19a,BATIMENT 18 - INFORMATIQUE,38-OP-50360,3GxJ8,IB00100208257,KL0028,Très satisfaisant,1670,1756,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,141.241323353293,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12028, -1.63425",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.634279486284771, 48.12019806681118], [-1.634283353380726, 48.1201961118858], [-1.634479544268317, 48.1201460276613], [-1.634574386720096, 48.120306349587715], [-1.634298092692912, 48.12037941604856], [-1.634261875884557, 48.12031954621987], [-1.634236705622297, 48.12027817102838], [-1.63409433672212, 48.12031261655402], [-1.634118322951683, 48.120355841136444], [-1.634152014095035, 48.12041761314909], [-1.634053365479772, 48.12044402885129], [-1.633972884490435, 48.12030928197135], [-1.633957025130139, 48.12028196271532], [-1.634279486284771, 48.12019806681118]]]], ""type"": ""MultiPolygon""}",0350097R,YZCQR61TT36M
2022,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A0D19a,BATIMENT 18 - INFORMATIQUE,38-OP-50360,3GxJ8,IB00100208257,KL0028,Très satisfaisant,1670,1756,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,187.627730538922,C,19,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12028, -1.63425",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.634279486284771, 48.12019806681118], [-1.634283353380726, 48.1201961118858], [-1.634479544268317, 48.1201460276613], [-1.634574386720096, 48.120306349587715], [-1.634298092692912, 48.12037941604856], [-1.634261875884557, 48.12031954621987], [-1.634236705622297, 48.12027817102838], [-1.63409433672212, 48.12031261655402], [-1.634118322951683, 48.120355841136444], [-1.634152014095035, 48.12041761314909], [-1.634053365479772, 48.12044402885129], [-1.633972884490435, 48.12030928197135], [-1.633957025130139, 48.12028196271532], [-1.634279486284771, 48.12019806681118]]]], ""type"": ""MultiPolygon""}",0350097R,YZCQR61TT36M
2026,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2BcAa1,BATIMENT 19 - BIBLIOTHEQUE,38-OP-50360,3GxJ8,IB00100208348,KL0028,Satisfaisant,425,437,Bâtiment culturel,Privé,Etat,ERP,3e : de 301 à 700 personnes,"S : Bibliothèques, centres de documentation",Sans objet,Non réglementaire et fonctionnel,Oui,2021-11-23 00:00:00,Non,D,,C,22,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12065, -1.63404",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.633929636805115, 48.12032270140807], [-1.634016193478812, 48.12046532182496], [-1.634022822609212, 48.120464159643596], [-1.63417360627583, 48.120725039790265], [-1.634092082570756, 48.12074717621746], [-1.63406706515924, 48.120753568758715], [-1.634079610919694, 48.12077380722133], [-1.634049384748112, 48.12078220745531], [-1.634046465076899, 48.12077961813915], [-1.633963599635031, 48.12080180725506], [-1.633928960981421, 48.120744579436746], [-1.634014588366702, 48.120723183079434], [-1.634003147769012, 48.120700196958275], [-1.633916178818911, 48.12072164608448], [-1.633881146161472, 48.12065992679349], [-1.633966694606053, 48.1206376321786], [-1.63395391245303, 48.12061469882878], [-1.633865680849522, 48.120637098987345], [-1.633830805948149, 48.12057717626031], [-1.633917695873249, 48.12055482890383], [-1.633904834939759, 48.120530997256225], [-1.633816682275414, 48.12055429567058], [-1.63379451071363, 48.120516408004775], [-1.633884004916226, 48.12049305682991], [-1.633804629412864, 48.12035556218909], [-1.633907381571225, 48.12032988665449], [-1.633929636805115, 48.12032270140807]]]], ""type"": ""MultiPolygon""}",0350097R,CQJQ7Q7ZNAHA
2023,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,2a6631,BATIMENT 20 - HANGAR ESPACES VERTS,38-OP-50360,3GxJ8,IB00100208349,KL0025,Très satisfaisant,242,242,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,D,,B,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.12099, -1.63252",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632642333466276, 48.121055688852344], [-1.632486860545647, 48.12109425320909], [-1.632402044615293, 48.12094074670706], [-1.63255751714638, 48.120902182458195], [-1.632642333466276, 48.121055688852344]]]], ""type"": ""MultiPolygon""}",0350097R,9DDNDPX4BJMH
2017,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,a6F6AC,BATIMENT 21 - LOCAL PRODUITS,38-OP-50360,3GxJ8,IB00100208350,KL0025,Peu satisfaisant,96,101,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,,,,Non,,Non,,Non,,Non,,INSA Rennes,"48.12131, -1.63268",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632756805723889, 48.12134774443113], [-1.63276383096422, 48.12133575005982], [-1.632719015909927, 48.12125458461747], [-1.632702443749742, 48.12124982802558], [-1.632608922906139, 48.12127333657793], [-1.632601818838233, 48.12128443264887], [-1.632646633737909, 48.12136559813413], [-1.63266320592936, 48.12137035473351], [-1.632756805723889, 48.12134774443113]]]], ""type"": ""MultiPolygon""}",0350097R,18F2VNXAD5HW
2021,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,a6F6AC,BATIMENT 21 - LOCAL PRODUITS,38-OP-50360,3GxJ8,IB00100208350,KL0025,Peu satisfaisant,96,101,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,5.85416666666667,,,Non,,Non,,Non,,Non,,INSA Rennes,"48.12131, -1.63268",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632756805723889, 48.12134774443113], [-1.63276383096422, 48.12133575005982], [-1.632719015909927, 48.12125458461747], [-1.632702443749742, 48.12124982802558], [-1.632608922906139, 48.12127333657793], [-1.632601818838233, 48.12128443264887], [-1.632646633737909, 48.12136559813413], [-1.63266320592936, 48.12137035473351], [-1.632756805723889, 48.12134774443113]]]], ""type"": ""MultiPolygon""}",0350097R,18F2VNXAD5HW
2021,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,fBBa57,BATIMENT 22 - SERRE,38-OP-50360,3GxJ8,IB00100208351,KL0025,Peu satisfaisant,150,1,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,C,3.34,A,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.120828, -1.632407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63253842354097, 48.1208686805017], [-1.632381688287232, 48.12090819577766], [-1.632322278317501, 48.120798759649496], [-1.632477671691409, 48.120759297210114], [-1.63253842354097, 48.1208686805017]]]], ""type"": ""MultiPolygon""}",0350097R,HBBF2GF7B3A2
2022,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,fBBa57,BATIMENT 22 - SERRE,38-OP-50360,3GxJ8,IB00100208351,KL0025,Peu satisfaisant,150,1,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,C,3.27333333333333,A,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.120828, -1.632407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63253842354097, 48.1208686805017], [-1.632381688287232, 48.12090819577766], [-1.632322278317501, 48.120798759649496], [-1.632477671691409, 48.120759297210114], [-1.63253842354097, 48.1208686805017]]]], ""type"": ""MultiPolygon""}",0350097R,HBBF2GF7B3A2
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,fBBa57,BATIMENT 22 - SERRE,38-OP-50360,3GxJ8,IB00100208351,KL0025,Peu satisfaisant,150,1,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,C,,A,7,Oui,2010-04-14,,,Oui,2014-04-28,,,INSA Rennes,"48.120828, -1.632407",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.63253842354097, 48.1208686805017], [-1.632381688287232, 48.12090819577766], [-1.632322278317501, 48.120798759649496], [-1.632477671691409, 48.120759297210114], [-1.63253842354097, 48.1208686805017]]]], ""type"": ""MultiPolygon""}",0350097R,HBBF2GF7B3A2
2017,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A7bF9B,BATIMENT 08 - DATA CENTER,38-OP-50360,3GxJ8,IB00100272646,KL0025,Très satisfaisant,60,60,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,,,,Non,,Oui,2017-01-01,Non,,Oui,2017-01-01,INSA Rennes,"48.12073, -1.63234",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632449898215789, 48.12071892546243], [-1.632293163339837, 48.12075844062468], [-1.632272334383248, 48.120720499919486], [-1.632429147959183, 48.120681883075996], [-1.632449898215789, 48.12071892546243]]]], ""type"": ""MultiPolygon""}",0350097R,GJTWNSKJFVRX
2019,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A7bF9B,BATIMENT 08 - DATA CENTER,38-OP-50360,3GxJ8,IB00100272646,KL0025,Très satisfaisant,60,60,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,3699.01733333333,,,Non,,Oui,2017-01-01,Non,,Oui,2017-01-01,INSA Rennes,"48.12073, -1.63234",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632449898215789, 48.12071892546243], [-1.632293163339837, 48.12075844062468], [-1.632272334383248, 48.120720499919486], [-1.632429147959183, 48.120681883075996], [-1.632449898215789, 48.12071892546243]]]], ""type"": ""MultiPolygon""}",0350097R,GJTWNSKJFVRX
2021,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A7bF9B,BATIMENT 08 - DATA CENTER,38-OP-50360,3GxJ8,IB00100272646,KL0025,Très satisfaisant,60,60,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,3582.28333333333,,,Non,,Oui,2017-01-01,Non,,Oui,2017-01-01,INSA Rennes,"48.12073, -1.63234",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632449898215789, 48.12071892546243], [-1.632293163339837, 48.12075844062468], [-1.632272334383248, 48.120720499919486], [-1.632429147959183, 48.120681883075996], [-1.632449898215789, 48.12071892546243]]]], ""type"": ""MultiPolygon""}",0350097R,GJTWNSKJFVRX
2025,INSA-Rennes - Institut national des sciences appliquées de Rennes,Non,183096,A7bF9B,BATIMENT 08 - DATA CENTER,38-OP-50360,3GxJ8,IB00100272646,KL0025,Très satisfaisant,60,60,Bâtiment technique,Privé,Etat,Code du Travail (non ERP),,,Sans objet,Sans objet,Non,,Non,,,,,Non,,Oui,2017-01-01,Non,,Oui,2017-01-01,INSA Rennes,"48.12073, -1.63234",20  AV DES BUTTES DE COESMES,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.632449898215789, 48.12071892546243], [-1.632293163339837, 48.12075844062468], [-1.632272334383248, 48.120720499919486], [-1.632429147959183, 48.120681883075996], [-1.632449898215789, 48.12071892546243]]]], ""type"": ""MultiPolygon""}",0350097R,GJTWNSKJFVRX
2020,Université Rennes II Haute Bretagne,Non,116875,73C7fA,UR 2 Villejean - Bâtiment M,38-OP-50272,ti37C,IB00100045597,EV 126,Satisfaisant,1308,1568,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2017-12-31 00:00:00,,E,110.91243883792,D,25.9,Oui,2010-06-15,,,Oui,2014-06-01,,,Campus Villejean,"48.120402, -1.703938",PL RECTEUR HENRI LE MOAL,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.703974182087601, 48.12032629452024], [-1.703971936482263, 48.12036154033641], [-1.703984090154678, 48.120361956415586], [-1.703984268867122, 48.120379076627465], [-1.703920817450748, 48.12037710336573], [-1.703919654624053, 48.12039427715077], [-1.703914288549203, 48.12039449144352], [-1.703909293172416, 48.120504666528475], [-1.704073838929732, 48.120508011180696], [-1.704075703118904, 48.120483597868706], [-1.704090059777206, 48.12047851732308], [-1.704105677938926, 48.12047248495641], [-1.704121216082477, 48.12046555434368], [-1.704136674207099, 48.12045772548494], [-1.704149369272315, 48.12044910553186], [-1.704162064333392, 48.120440485577404], [-1.704173337855491, 48.120431020953674], [-1.704177122367123, 48.12042816549347], [-1.704188315868226, 48.12041780262432], [-1.704195644840216, 48.120409396971006], [-1.704202893793982, 48.120400093073265], [-1.704207539724501, 48.12039179457199], [-1.704213367139607, 48.12038164600602], [-1.704217773018551, 48.12037065277241], [-1.704222338927982, 48.120361456026416], [-1.704225483302291, 48.12035141461294], [-1.704227206142137, 48.12034052853211], [-1.704227667480727, 48.12033059427186], [-1.704228830205973, 48.120313420483065], [-1.70425984511457, 48.120313984701944], [-1.704266666293119, 48.12014874881664], [-1.704235571465314, 48.12014728635542], [-1.70423673418396, 48.12013011256444], [-1.704084343211667, 48.120127184207554], [-1.704083100430114, 48.12014345975288], [-1.704029199903188, 48.120142908011516], [-1.704029101189514, 48.12012668604123], [-1.703931952256254, 48.12012425565374], [-1.703818705189171, 48.12012246805225], [-1.703810447908896, 48.12021113886183], [-1.703814472451396, 48.120210978145806], [-1.703808602244098, 48.120250875899075], [-1.703812626789629, 48.12025071518312], [-1.703807538029654, 48.1202842716534], [-1.70381156257773, 48.12028411093749], [-1.703805532342067, 48.12032221220015], [-1.703974182087601, 48.12032629452024]]]], ""type"": ""MultiPolygon""}",0350937D,1JVW8BR6756C
2021,Université Rennes II Haute Bretagne,Non,116875,73C7fA,UR 2 Villejean - Bâtiment M,38-OP-50272,ti37C,IB00100045597,EV 126,Satisfaisant,1308,1568,Bât. enseignement ou sport,Privé,Etat,ERP,3e : de 301 à 700 personnes,"R : Etablissements d'enseignement, colonies de vacances",Sans objet,Non réglementaire et fonctionnel,Oui,2017-12-31 00:00:00,,E,123.761804281346,D,25.9,Oui,2010-06-15,,,Oui,2014-06-01,,,Campus Villejean,"48.120402, -1.703938",PL RECTEUR HENRI LE MOAL,35000,Rennes,France,35238,Rennes,UU35701,Rennes,D035,Ille-et-Vilaine,A14,Rennes,R53,Bretagne,2026-04-02,"{""coordinates"": [[[[-1.703974182087601, 48.12032629452024], [-1.703971936482263, 48.12036154033641], [-1.703984090154678, 48.120361956415586], [-1.703984268867122, 48.120379076627465], [-1.703920817450748, 48.12037710336573], [-1.703919654624053, 48.12039427715077], [-1.703914288549203, 48.12039449144352], [-1.703909293172416, 48.120504666528475], [-1.704073838929732, 48.120508011180696], [-1.704075703118904, 48.120483597868706], [-1.704090059777206, 48.12047851732308], [-1.704105677938926, 48.12047248495641], [-1.704121216082477, 48.12046555434368], [-1.704136674207099, 48.12045772548494], [-1.704149369272315, 48.12044910553186], [-1.704162064333392, 48.120440485577404], [-1.704173337855491, 48.120431020953674], [-1.704177122367123, 48.12042816549347], [-1.704188315868226, 48.12041780262432], [-1.704195644840216, 48.120409396971006], [-1.704202893793982, 48.120400093073265], [-1.704207539724501, 48.12039179457199], [-1.704213367139607, 48.12038164600602], [-1.704217773018551, 48.12037065277241], [-1.704222338927982, 48.120361456026416], [-1.704225483302291, 48.12035141461294], [-1.704227206142137, 48.12034052853211], [-1.704227667480727, 48.12033059427186], [-1.704228830205973, 48.120313420483065], [-1.70425984511457, 48.120313984701944], [-1.704266666293119, 48.12014874881664], [-1.704235571465314, 48.12014728635542], [-1.70423673418396, 48.12013011256444], [-1.704084343211667, 48.120127184207554], [-1.704083100430114, 48.12014345975288], [-1.704029199903188, 48.120142908011516], [-1.704029101189514, 48.12012668604123], [-1.703931952256254, 48.12012425565374], [-1.703818705189171, 48.12012246805225], [-1.703810447908896, 48.12021113886183], [-1.703814472451396, 48.120210978145806], [-1.703808602244098, 48.120250875899075], [-1.703812626789629, 48.12025071518312], [-1.703807538029654, 48.1202842716534], [-1.70381156257773, 48.12028411093749], [-1.703805532342067, 48.12032221220015], [-1.703974182087601, 48.12032629452024]]]], ""type"": ""MultiPolygon""}",0350937D,1JVW8BR6756C
