Cote Archives nationales,Cote Précision,Nom Auteur,Prénom Auteur,Genre Auteur,Auteur copié,Exécutant,Bénéficiaire,Titre,Thème représenté,Dénomination,Matériau et technique,Dimensions,Etape œuvre,Exposition,Prix,N° dépôt,Nature de l'acte,Etape de la procédure,Date(s) de l'acte,Date arrêté d'acquisition,Date arrêté attribution,Pays,Département,Ville,Latitude ville,Longitude ville,Type d'édifice,Edifice d'affectation,Affectataire,Provenance,Observations,Image,Liens photos Archim,REF mistral
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Gassies (M.),,homme,,,,La transfiguration,Transfiguration,tableau,,,,,4000 francs,,commande,aboutissement positif,1822 ; 1823,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Sauveur,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; tous les renseignements contenus dans cette liste ont été scrupuleusement retranscrits ici, il est donc inutile de consulter le document original",,,AR200084
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Jourdy (M.),,homme,,,,Portrait du roi,portrait ; chef d'Etat,tableau,,,copie,,2400 francs,,commande,aboutissement positif,1826 ; 1827,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,tribunal,cour royale,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; tous les renseignements contenus dans cette liste ont été scrupuleusement retranscrits ici, il est donc inutile de consulter le document original",,,AR200131
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Godefroid (Mlle) [Godefroy],,femme,,,,Portrait du roi en pied,portrait en pied ; chef d'Etat,tableau,,,copie,,2400 francs,,commande,aboutissement positif,1826 ; 1827,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; tous les renseignements contenus dans cette liste ont été scrupuleusement retranscrits ici, il est donc inutile de consulter le document original",,,AR200143
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Feron (M.),,homme,,,,La résurrection de Lazare,résurrection de Lazare,tableau,,,,,5000 francs,,commande,aboutissement positif,1831 ; 1841,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,,,,"L'attribution à la ville de Lille est cancellée ; ces informations proviennent d'une liste récapitulative de paiements à des artistes ; les renseignements contenus dans cette liste ayant été scrupuleusement retranscrits ici, il est inutile de consulter le document original",,,AR200350
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Jourjon (M.),,homme,,,,Portrait du roi,portrait ; chef d'Etat,tableau,,,copie,,800 francs,,commande,aboutissement positif,1831 ; 1841,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; les renseignements contenus dans cette liste ayant été scrupuleusement retranscrits ici, il est inutile de consulter le document original",,,AR200464
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],Rauch (M.),Charles,homme,"Raphaël [Santi, Sanzio, Raffaello]",,,La sainte Famille,Sainte Famille,tableau,,,copie,,2000 francs,,commande,aboutissement positif,1831 ; 1841,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Aubin,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; les renseignements contenus dans cette liste ayant été scrupuleusement retranscrits ici, il est inutile de consulter le document original",,,AR200545
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],"Dupavillon (M.) [Du Pavillon, Pineau du Pavillon]",,homme,,,,Portrait du roi,portrait ; chef d'Etat,tableau,,,copie,,800 francs,,commande,aboutissement positif,1831 ; 1841,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,tribunal,cour royale,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; les renseignements contenus dans cette liste ayant été scrupuleusement retranscrits ici, il est inutile de consulter le document original",,,AR200568
F/21/496/A,dossier 1 ; pièce 3 ; [Registre d'achats et de commandes],,,,,,,,,tableau,,,,,1800 francs,,commande,aboutissement inconnu,1831 ; 1841,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Aubin,,,"Ces informations proviennent d'une liste récapitulative de paiements à des artistes ; les renseignements contenus dans cette liste ayant été scrupuleusement retranscrits ici, il est inutile de consulter le document original",,,AR200922
F/21/1,dossier 36 ; [Dossier par artiste],Frosté (M.),,homme,,,,Portrait du roi ; Portrait en pied de S. M.,portrait en pied ; chef d'Etat,tableau,,,,,,,commande,aboutissement positif,1820,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,tribunal,cour royale,,,,,,AR310044
F/21/3,dossier 10 ; [Dossier par artiste],"Forestier (M., de)",H.,homme,,,,Saint Pierre délivré par l'ange de sa prison ; La délivrance de saint Pierre,vie de saint,tableau,,h. 11 pieds x l. 8 pieds,,1827,4000 francs,,commande,aboutissement positif,1821 ; 1828,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,cathédrale,cathédrale,,,L'artiste demande 6000 fr.,,,AR310128
F/21/3,dossier 10 ; [Dossier par artiste],"Forestier (M., de)",H.,homme,,,,La délivrance de saint Pierre,vie de saint,tableau,,h. 12 pieds x l. 9 pieds,,1827,4000 francs,,attribution,aboutissement positif,1821 ; 1828,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,cathédrale,cathédrale,,,,,,AR310129
F/21/3,dossier 37 ; [Dossier par artiste],Godefroid (Mlle),,femme,Gérard (Baron),,,Portrait en pied du roi Charles X,portrait en pied ; chef d'Etat,tableau,,,copie,,2400 francs,,commande,aboutissement positif,1827 ; 1828,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,hôtel de la préfecture,hôtel de la préfecture,,,Le tableau a été livré à la mairie qui désire le garder,,,AR310184
F/21/5,dossier 35 ; [Dossier par artiste],Feron (M.),E.,homme,,,,La résurrection de Lazare,résurrection de Lazare,tableau,,,,,3000 francs,,commande,aboutissement positif,1834 ; 1836,1833,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église de Toussaint,,,"Feron est ex-pensionnaire à Rome ; le tableau a été envoyé par erreur à Lille, et réexpédié par le maire à Rennes, à sa destination initiale",,,AR310288
F/21/8,dossier 9 ; [Dossier par artiste],Lanno (M.),,homme,,,,Lesbie,poète,statue,marbre ; taille,,,1834 (N° 2100),7000 francs,,achat,aboutissement positif,1834,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,M. Lanno est ancien pensionnaire de Rome ; il a travaillé à la copie du Milon de Crotone avec M. Desprez,,,AR310451
F/21/9,dossier 27 ; [Dossier par artiste],Marquet (M.),,homme,,,,Saint Luc évangéliste,évangéliste,tableau,,,,,1000 francs,,attribution,aboutissement inconnu,1838 ; 1839,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Hélier,,,,,,AR310526
F/21/10,dossier 33 ; [Dossier par artiste],Rauch (M.),Charles,homme,"Raphaël [Santi, Sanzio, Raffaello]",,,La sainte Famille,Sainte Famille,tableau,,,copie,,2000 francs,,commande,aboutissement positif,1837 ; 1838,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Aubin,,,,,,AR310610
F/21/12,dossier 42 ; [Dossier par artiste],Aligny (M.) [Caruelle d'Aligny],,homme,,,,La solitude ; Paysage,paysage,tableau,,h.135 x l.98,,,2000 francs,,commande,aboutissement positif,1850,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR310751
F/21/32/A,dossier 6 ; [Dossier par artiste],Gendron (M.),Auguste,homme,,,,Sainte Catherine ensevelie par les anges,vie de saint,tableau,,,,,1800 francs,,commande,aboutissement positif,1844 ; 1847,,,France,Gard,Saint-Gilles,43.677658,4.432418,église,église,,,Un supplément de 600 fr. a été alloué à Gendron en raison des dimensions et du grand nombre de figures du tableau,,,AR311995
F/21/33,dossier 41 ; [Dossier par artiste],Gourdel (M.),J.,homme,,,,L'éducation de la Vierge,éducation de la Vierge,groupe,pierre ; taille,,,1843,5000 francs,,commande,aboutissement positif,1841 ; 1843,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église Saint-Germain,,,D'après le groupe en plâtre exposé au Louvre en 1841 (N° 2034) ; Gourdel est originaire d'Ille-et-Vilaine,,,AR312144
F/21/38,dossier 13 ; [Dossier par artiste],Jouy (M.),Joseph,homme,,,,Le baptême du Christ,baptême du Christ,tableau,,,,1846,1800 francs,,achat,aboutissement positif,1847 ; 1848,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,cathédrale,cathédrale,,,"Tableau d'abord accordé à l'église St-Louis de Toulon ; antérieurement à 1848 on avait promis à l'évêque de Rennes un tableau exécuté par Briand représentant "" Un trait de la vie de saint Melaine, évêque de Rennes """,,,AR312415
F/21/61,dossier 49 ; [Dossier par artiste],Anastasi (M.),Auguste,homme,,,,Vue de Hollande,paysage des Pays-Bas,tableau,,,,,2000 francs,,commande,aboutissement positif,1856 ; 1857,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Mentions biographiques sur l'artiste,,,AR313911
F/21/75,dossier 32 ; [Dossier par artiste],Desgoffe (M.),Blaise,homme,Winterhalter,,,Portrait en pied de sa majesté l'Impératrice,portrait en pied ; personnage historique,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1856,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,hôtel de la préfecture,hôtel de la préfecture,,,,,,AR314871
F/21/76,dossier 49 ; [Dossier par artiste],Dubois (M.),[Jules Charles],homme,,,,Un enfant jouant aux onchets,enfant ; scène de jeu,statue,marbre ; taille,,,1842,5500 francs,,commande,aboutissement inconnu,1850 ; 1853,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,"Achat sous forme de commande ; mentions biographiques sur l'artiste ; le prix initial de 5000 fr. a été augmenté après que Dubois se soit fait payer sa statue par les chemins de fer qui semble-t-il, l'avaient endommagée ; la ville de Rennes a attribué 1000 fr. à Dubois ; les chemins de fer touchent directement les 5500 fr. en remboursement de leur avance",,,AR314952
F/21/77,dossier 41 ; [Dossier par artiste],Dupuis (M.),P. Félix,homme,Winterhalter,,,Portrait en pied de sa majesté l'Empereur,portrait en pied ; chef d'Etat,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1858 ; 1860,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,cour,cour impériale,,,,,,AR315012
F/21/96,dossier 34 ; [Dossier par artiste],Marchal (M.),,homme,,,,Dernier baiser d'une mère,,tableau,,,,,1500 francs,,commande,aboutissement positif,1857 ; 1858,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,"Description du sujet : "" une femme poussée par la misère vient en pleurant et en lui donnant un dernier baiser déposer son enfant dans la tour des enfants trouvés """,,,AR316267
F/21/97,dossier 43 ; [Dossier par artiste],Maurin (M.),Antoine,homme,Winterhalter,,,Portrait en pied de S. M. l'Impératrice,portrait en pied ; personnage historique,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1858 ; 1861,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,,Bacciocchi (princesse),,Après le paiement du solde en 1858 Maurin doit retoucher plusieurs fois sa copie,,,AR316384
F/21/104,dossier 12 ; [Dossier par artiste],Pouthier (M.),A.,homme,Winterhalter,,,Portrait de l'Empereur,portrait en pied ; chef d'Etat,tableau,,,copie,,1200 francs,,commande,,1855,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,hôtel de la préfecture,hôtel de la préfecture,,,,,,AR316791
F/21/116,dossier 1 ; [Dossier par artiste],Baader (M.),Louis Marie,homme,,,,Le rappel des abeilles,scène de la vie rurale,tableau,,,,,2000 francs,,achat,aboutissement positif,1860 ; 1865,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR317586
F/21/120,dossier 10 ; [Dossier par artiste],Blin (M.),,homme,,,,Un cours d'eau avec une chute ; Souvenir de la Creuse ; Paysage,Paysage du Limousin ; cours d'eau ; chute d'eau,tableau,,,modèle original,1863 (N° 180),3000 francs,,commande,aboutissement positif,1861 ; 1863,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR317892
F/21/122,dossier 58 ; [Dossier par artiste],Busson (M.),Ch.,homme,,,,Un soir sur les bords du Loir,cours d'eau ; paysage du Centre,tableau,,,,1863 (N° 311),2500 francs,,achat,aboutissement inconnu,1863,1863,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR318100
F/21/125,dossier 48 ; [Dossier par artiste],Chaigneau (M.),Ferdinand,homme,,,,"Décembre, le carrefour de l'Epine, forêt de Fontainebleau",paysage d'Ile-de-France ; forêt,tableau,,,,1865 (N° 407),1800 francs,,achat,aboutissement positif,1865,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR318284
F/21/150,dossier 46 ; [Dossier par artiste],Jobbé-Duval (M.),F.,homme,,,,La vérité éclairant la justice et le droit,figure allégorique profane,tableau,,,,,10000 francs,,commande,aboutissement positif,1865 ; 1867,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,palais de justice,palais de justice,,,,,,AR320637
F/21/150,dossier 47 ; [Dossier par artiste],Jobbé-Duval (M.),,homme,,,,,,peinture,,,,,10000 francs,,commande,aboutissement positif,1868 ; 1869,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,palais de justice,palais de justice,,,,,,AR320638
F/21/150,dossier 51 ; [Dossier par artiste],Jolin (M.),Edouard,homme,,,,Après la bataille d'Auray,combat,tableau,,,,1868 (N° 1331),2000 francs,,achat,aboutissement positif,1868,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR320642
F/21/128,dossier 57 ; [Dossier par artiste],Coroenne (M.),Henri,homme,,,,Le Christ en croix,Crucifixion,tableau,,h. 264 x l. 208,,1864,1500 francs,,commande,aboutissement positif,1861 ; 1864,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,cour,cour impériale,,,Recommandation de la princesse Anna Murat ; rapport détaillé,,,AR321147
F/21/130,dossier 59 [Dossier par artiste],Dauvert (Mme),Pauline,femme,"Cortone (de) [Pietro da Cortona], Pierre",,,"La Vierge, l'Enfant Jésus et sainte Martine",Vierge à l'Enfant ; saint,tableau,,,copie,,800 francs,,commande,aboutissement positif,1869 ; 1870,,,France,Ille-et-Vilaine,Saint-Jacques-de-la-Lande,48.082457,-1.71774,église,église Saint-Jacques,,,,,,AR321302
F/21/137,dossier 49 ; [Dossier par artiste],Duveau (M.),Louis,homme,,,,"Une messe en mer, 1793",scène de la vie chrétienne,tableau,,,,,5000 francs,,achat,aboutissement positif,1864,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR321905
F/21/138,dossier 33 ; [Dossier par artiste],Falcoz (M.),A.,homme,Winterhalter,,,Portrait en pied de S. M. l'Empereur,portrait en pied ; chef d'Etat,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1862,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,,Princesse Bacciocchi,,,,,AR321946
F/21/143,dossier 27 ; [Dossier par artiste],Ginain (M.),Eugène,homme,,,,"Cheval de Gaada, cheval de soumission",sujet animalier,tableau,,,,1870 (N° 1181),1800 francs,,achat,aboutissement positif,1870,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR322251
F/21/157,dossier 6 ; [Dossier par artiste],Leroux (M.),Eugène,homme,,,,Le nouveau-né ; Intérieur breton,nourrisson ; vue d'intérieur,tableau,,,,1864 (N° 1211),3000 francs,,achat,aboutissement positif,1864,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR322551
F/21/158,dossier 18 ; [Dossier par artiste],Lhuillier (M.) [L'Huillier],,homme,Winterhalter,,,Portrait en pied de l'Empereur,portrait en pied ; chef d'Etat,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1861,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,mairie,mairie,,,Liste des œuvres de l'artiste,,,AR322579
F/21/160,dossier 5 ; [Dossier par artiste],Mallet (Mme) [Sacaley (Mlle)],,femme,Winterhalter,,,Portrait en pied de S. M. l'Impératrice,portrait en pied ; personnage historique,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1862 ; 1863,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,mairie,mairie,,,,,,AR322670
F/21/160,dossier 7 ; [Dossier par artiste],Mallet (Mme) [Sacaley (Mlle)],H.,femme,Winterhalter,,,Portrait en pied de S. M. l'Impératrice,portrait en pied ; personnage historique,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1864,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,hôtel militaire,hôtel de la deuxième division militaire,,,,,,AR322672
F/21/165,dossier 9 ; [Dossier par artiste],Mouchot (M.),Th. L.,homme,,,,Le bazar des tapis au Caire,scène orientale,tableau,,,,1866 (N° 1419),2000 francs,,achat,aboutissement positif,1863 ; 1866,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR322958
F/21/179,dossier 38 ; [Dossier par artiste],Saintpierre (M.) [Saint-Pierre],G.,homme,Flandrin,,,Portrait en pied de S. M. l'Empereur,portrait en pied ; chef d'Etat,tableau,,,copie,,1200 francs,,commande,aboutissement positif,1863 ; 1864,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR323589
F/21/184,dossier 33 ; [Dossier par artiste],Thomas (M.),Gabriel Jules,homme,,,,La pensée,figure allégorique profane,statue,marbre,,,1870 (N° 4576),8500 francs,,achat,aboutissement positif,1869 ; 1870,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR323815
F/21/188,dossier 50 ; [Dossier par artiste],Voillemot (M.),Ch.,homme,,,,Velleda,personnage littéraire,tableau,,,,1869 (N° 2390),2500 francs,,achat,aboutissement positif,1869,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324050
F/21/196,dossier 41 ; [Dossier par artiste],"Blin (M., feu)",Francis,homme,,,"Blin (Mme, veuve)",Paysage ; Vue prise de Bretagne,paysage de Bretagne,tableau,,,,,3000 francs,,achat,aboutissement positif,1871,,1871,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324456
F/21/196,dossier 40 ; [Dossier par artiste],"Blin (M., feu)",Francis,homme,,,"Blin (Mme, veuve)",Paysage ; Vue prise de Bretagne,paysage de Bretagne,tableau,,,,,3000 francs,,achat,aboutissement positif,1871 ; 1873,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324468
F/21/197,dossier 8 ; [Dossier par artiste],Boisseau (M.),E.,homme,,,,Le génie du mal,puissances du Mal,statue,marbre,,,1880 (N° 6115),8000 francs,,achat,aboutissement positif,1880 ; 1881,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Natif de Varzy (Nièvre),,,AR324478
F/21/197,dossier 10 ; [Dossier par artiste],Bompard (M.),,homme,,,,Le repos du modèle,nu ; activité ou manifestation artistique,tableau,,,,1880 (N° 390),2000 francs,,achat,aboutissement positif,1880,,1880,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324480
F/21/197,dossier 40 ; [Dossier par artiste],Boudier (M.),E. L.,homme,,,,Les dernières feuilles,paysage,tableau,,h. 165 x l. 215,,1878 (N° 302),1200 francs,,achat,aboutissement positif,1878,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324517
F/21/200,dossier 41 ; [Dossier par artiste],Captier (M.),,homme,,,,Hébé,personnage mythologique ou légendaire,statue,marbre,,,1875,4000 francs,,commande,aboutissement positif,1875 ; 1879,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR324658
F/21/211,dossier 20 ; [Dossier par artiste],Doze (M.),Melchior,homme,,,,Saint Gilles surpris par le roi Wamba dans sa retraite,vie de saint,tableau,,,,,2000 francs,,commande,aboutissement positif,1872 ; 1878,1877,,France,Gard,Saint-Gilles,43.677658,4.432418,église,église,,,,,,AR325206
F/21/231,dossier 39 ; [Dossier par artiste],Le Bihan (M.),A.,homme,,,,Pélerinage en Bretagne,rite catholique,tableau,,,,1875,1500 francs,,achat,aboutissement positif,1875,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR326147
F/21/234,dossier 7 ; [Dossier par artiste],Leofanti (M.),Adolphe,homme,,,,Jésus au jardin des Oliviers,jardin des Oliviers,tableau,,,,1874 (N° 1179),800 francs,,achat,aboutissement positif,1874,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,église,église saint Germain,,,,,,AR326275
F/21/253,dossier 21 ; [Dossier par artiste],Ségé (M.),A.,homme,,,,Les ajoncs en fleurs,paysage de Bretagne,tableau,,,,1876 (N° 1879),2000 francs,,achat,aboutissement positif,1876,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR327302
F/21/4169,dossier 29 ; [Dossier par artiste],Massebiaux (Mme) [Bastide (Mlle)],Alice,femme,,,,Nature morte,nature morte,tableau,,h. 60 x l. 75,,"1924 (N° 10), Palais-Salon",350 francs,dépôt du Commissariat des expositions (N° 8616),achat ; dépôt,aboutissement positif,1924,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR441347
F/21/4169,dossier 32 ; [Dossier par artiste],Bastide (Mlle),Florence,femme,,,,Citrons et eucalyptus,nature morte,miniature,,h. 14 x l. 17,,"1926, Palais-Salon",150 francs,dépôt du Commissariat des expositions (N° 9399),achat,aboutissement positif,1926,1926,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR441350
F/21/4169,dossier 79 ; [Dossier par artiste],Baudouin (M.),Manuel,homme,,,,"Plougrescant, église",vue de monument ; paysage de Bretagne,tableau,aquarelle,h. 56 x l. 41,,"1929 (N° 20), Palais-Salon",100 francs,dépôt du Commissariat des expositions (N° 10870),achat,aboutissement positif,1928 ; 1929,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR441406
F/21/4172,dossier 70 ; [Dossier par artiste],Berthier (M.),Maurice,homme,,,,Chaudrons,nature morte,tableau,,,,,70 francs,dépôt des marbres (N° 2284),achat,aboutissement positif,1909,1909,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,école des beaux-arts,école régionale des Beaux-Arts,,,,,,AR441926
F/21/4177,dossier 9 ; [Dossier par artiste],Boucher (M.),Jean,homme,,,,La réunion de la Bretagne à la France,allégorie historique,groupe,plâtre,,,,1200 francs,dépôt du Commissariat des expositions (N° 4211),achat ; dépôt,aboutissement positif,1912,1912,1912,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR442399
F/21/4186,dossier 36 ; [Dossier par artiste],Chaboseau (M.),Jean,homme,,,,Spalato,port ; vue de ville ou de village ; paysage de Yougoslavie,tableau,,"h. 0,88 x l. 1,15",,"Salon des Indépendants, 1928 (N° 762)",700 francs,dépôt du Commissariat des expositions (N° 10395),achat,aboutissement positif,1928,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR443252
F/21/4186,dossier 57 ; [Dossier par artiste],"Chamaillard (M., de)",Ernest,homme,,,,Vue de Bretagne,paysage de Bretagne,tableau,,"h. 1,10 x l. 1,35",,,800 francs,dépôt du Commissariat des expositions (N° 7889),achat ; attribution,aboutissement positif,1922,1922,1922,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR443274
F/21/4190,dossier 38 ; [Dossier par artiste],Collet (M.),,homme,,,,,,dessin,sanguine,,croquis,,50 francs,dépôt des marbres (N° 2285),achat,aboutissement positif,1909,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,,école régionale des beaux-arts,,,"Quatre croquis sanguine ; mention dans le dossier : l'arrêté d'achat se trouve dans le dossier ""M. Berthier, Chaudrons""",,,AR443725
F/21/4193,dossier 20 ; [Dossier par artiste],Dabadie (M.),Henri,homme,,,,Marabout dans le vallon,vue de monument ; paysage d'Afrique,tableau,,"h. 1,75 x l. 1,60",,,2500 francs,dépôt du Commissariat des expositions (N° 4315),commande,aboutissement positif,1912 ; 1913,1912,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,préfecture,préfecture,,,"Recommandation de M. Barthou, garde des sceaux ; 1ère attribution de l'œuvre : cabinet du préfet de Police de Paris",,,AR444089
F/21/4199,dossier 71 ; [Dossier par artiste],Desgrées du Loir (Mlle) [Desgrées du Loû],Jeanne,femme,,,,Une route bretonne ; Paysage du Morbihan,paysage de Bretagne,tapisserie,laine,,,"Salon de la Société des artistes français, 1919",1200 francs,dépôt du Commissariat des expositions (N° 6494),achat,aboutissement positif,1919,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Tapisserie de laine à l'aiguille,,,AR444614
F/21/4208,dossier 36 ; [Dossier par artiste],Flameng (M.),,homme,,,,Barques de pêche,paysage,tableau,,,,,,,transaction inconnue,aboutissement inconnu,,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,Dossier vide ; mentions sur la chemise : pour mémoire remonte à 1881,,,AR445487
F/21/4209,dossier 86 ; [Dossier par artiste],Fouqueray (M.),Charles,homme,,,,"Palerme, 3 juin 1676",combat naval,tableau,,,,"Salon de la Société des artistes français, 1909 ; Exposition de Rome, 1911 ; Exposition des Boursiers de voyage, 1912",2000 francs,dépôt du Commissariat des expositions (N° 2912),achat,aboutissement positif,1909 ; 1912,1909,,France,Ille-et-Vilaine,Romillé,48.156892,-1.830157,mairie,mairie,,,,,,AR445637
F/21/4215,dossier 10 ; [Dossier par artiste],Godeby (M.),Charles Léon,homme,,,,Dans le vieux chemin creux en Bretagne,paysage de Bretagne,tableau,,,,"Salon de la Société des artistes français, 1909 (N° 788)",1200 francs,dépôt du Commissariat des expositions (N° 2966),achat,aboutissement positif,1909,,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,"Recommandation de M. Fernand Rabier, député",,,AR446314
F/21/4215,dossier 37 ; [Dossier par artiste],Gorguet (M.),Auguste François,homme,,,,Jeanne de Montfort présente son fils aux seigneurs bretons,scène historique,panneau peint ; carton de tapisserie,,"h. 5,50 x l. 2,70",,"Salon de la Société des artistes français, 1909",36500 francs,dépôt du Commissariat des expositions (N° 3064),commande,aboutissement positif,1907 ; 1913,1907,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,Cour d'appel,grande chambre de la Cour d'appel,,,Commande de cinq panneaux destinés à être traduits en tapisserie par la manufacture des Gobelins pour le prix global de 36500 fr. ; M. Gorguet est chargé de l'exécution des cinq panneaux laissés inachevés par le peintre Toudouze décédé en 1907,,,AR446348
F/21/4215,dossier 37 ; [Dossier par artiste],Gorguet (M.),Auguste François,homme,,,,Allégorie de la Bretagne,allégorie géographique,panneau peint ; carton de tapisserie,,,,"Salon de la Société des artistes français, 1909",36500 francs,,commande,aboutissement positif,1907 ; 1913,1907,,France,Ille-et-Vilaine,Rennes,48.091924,-1.681752,Cour d'appel,grande chambre de la Cour d'appel,,,Commande de cinq panneaux destinés à être traduits en tapisserie par la manufacture des Gobelins pour le prix global de 36500 fr. ; M. Gorguet est chargé de l'exécution des cinq panneaux laissés inachevés par le peintre Toudouze décédé en 1907,,,AR446349
